TAZ,HHLESSGQ,HHCHILDNO,HHCHILDYES,HHINC1,HHINC2,HHINC3,HHINC4,HHINC5,HHINC6,HHGQYES,HHGQNO,HHBASE
511,445,328,117,41,53,74,63,73,141,0,1338,445
512,438,322,116,41,52,73,62,72,138,0,1349,438
513,480,353,127,45,57,80,68,79,151,9,1374,489
514,397,292,105,37,47,66,56,66,125,0,1201,397
515,568,418,150,53,67,95,80,94,179,20,1696,588
516,440,324,116,41,52,73,62,73,139,3,1342,443
517,531,379,152,57,74,56,56,84,204,3,1522,534
518,289,206,83,31,40,31,30,46,111,0,750,289
519,372,265,107,40,52,39,39,59,143,0,1044,372
520,222,158,64,24,31,24,23,35,85,0,632,222
521,726,588,138,107,95,136,99,139,150,0,1870,726
522,603,489,114,89,79,113,82,116,124,27,1553,630
523,507,375,132,44,56,65,45,109,188,0,1454,507
524,499,369,130,43,55,64,44,107,186,3,1511,502
525,403,298,105,35,44,52,36,87,149,0,1219,403
526,282,209,73,25,31,36,25,61,104,3,965,285
527,341,252,89,30,37,44,30,73,127,0,1105,341
528,334,247,87,29,37,43,30,72,123,0,1067,334
529,485,359,126,42,53,63,43,104,180,0,1687,485
530,550,446,104,81,72,103,75,106,113,0,1430,550
531,377,272,105,43,50,62,42,87,93,0,1217,377
532,341,246,95,39,45,56,38,79,84,0,1148,341
533,384,277,107,43,51,63,43,89,95,0,1221,384
534,346,250,96,39,46,57,39,80,85,0,1151,346
535,517,371,146,73,85,75,69,111,104,0,1539,517
536,364,261,103,51,60,53,49,78,73,13,1027,377
537,547,392,155,77,90,79,73,118,110,0,1541,547
538,372,267,105,52,61,54,50,80,75,3,1081,375
539,486,348,138,69,80,70,65,105,97,0,1335,486
540,339,243,96,48,56,49,45,73,68,0,958,339
541,452,366,86,64,69,55,47,78,139,0,1167,452
542,477,386,91,68,73,58,50,82,146,0,1332,477
543,504,408,96,72,77,61,52,87,155,0,1520,504
544,443,359,84,63,68,54,46,76,136,4,1215,447
545,902,732,170,61,93,182,135,208,223,0,1967,902
546,472,383,89,32,48,95,70,109,118,3,1112,475
547,737,578,159,63,76,79,73,110,336,0,1812,737
548,534,434,100,36,55,108,80,123,132,0,1365,534
549,711,629,82,67,69,82,74,159,260,0,1474,711
550,770,681,89,73,75,89,80,172,281,15,1519,785
551,453,355,98,39,47,48,45,68,206,0,1198,453
552,559,400,159,174,237,44,50,33,21,1,1502,560
553,690,541,149,59,71,74,68,103,315,11,1652,701
554,504,373,131,30,44,48,54,119,209,0,1432,504
555,461,362,99,39,48,49,46,69,210,0,1130,461
556,494,365,129,30,43,47,53,116,205,0,1418,494
557,274,195,79,20,25,22,24,40,143,0,817,274
558,524,374,150,38,47,42,47,77,273,0,1468,524
559,442,315,127,32,40,35,39,65,231,0,1217,442
560,332,237,95,24,30,27,30,49,172,0,903,332
561,306,196,110,20,28,26,25,48,159,6,857,312
562,609,443,166,30,42,47,71,111,308,4,1865,613
563,634,561,73,60,62,73,66,142,231,10,1327,644
564,490,362,128,29,43,47,52,115,204,0,1253,490
565,409,303,106,57,72,61,49,85,85,9,1304,418
566,605,448,157,84,106,91,72,125,127,6,1862,611
567,520,385,135,72,91,78,62,108,109,0,1635,520
568,524,388,136,73,92,79,63,109,108,0,1736,524
569,512,379,133,71,90,77,61,106,107,0,1728,512
570,465,344,121,65,82,70,56,96,96,0,1513,465
571,690,546,144,74,76,120,88,130,202,4,1851,694
572,598,473,125,64,66,104,77,112,175,0,1687,598
573,596,472,124,64,66,103,76,112,175,4,1704,600
574,773,612,161,82,85,134,99,145,228,13,2238,786
575,519,411,108,55,57,90,66,98,153,0,1450,519
576,432,342,90,46,48,75,55,81,127,5,1288,437
577,507,388,119,50,64,69,64,105,155,0,1503,507
578,556,425,131,55,70,76,70,115,170,1,1538,557
579,440,337,103,43,55,60,55,91,136,0,1250,440
580,521,399,122,51,66,71,66,107,160,0,1377,521
581,531,406,125,52,67,72,67,110,163,0,1535,531
582,450,344,106,44,57,61,57,93,138,0,1394,450
583,399,295,104,45,48,62,48,63,133,0,1337,399
584,438,323,115,50,53,68,53,70,144,0,1394,438
585,445,329,116,51,53,69,53,71,148,0,1471,445
586,563,416,147,64,68,87,68,89,187,7,1757,570
587,403,298,105,46,48,62,48,64,135,0,1319,403
588,450,332,118,51,54,70,54,71,150,7,1504,457
589,472,349,123,54,57,73,57,75,156,0,1473,472
590,624,500,124,134,173,90,70,69,88,0,1642,624
591,408,327,81,88,113,59,46,45,57,0,1103,408
592,757,606,151,162,210,109,85,83,108,0,2047,757
593,409,328,81,88,113,59,46,45,58,0,1085,409
594,516,373,143,58,69,85,58,120,126,0,1450,516
595,650,526,124,92,100,79,67,112,200,0,1833,650
596,322,306,16,82,81,48,31,45,35,2,529,324
597,0,0,0,0,0,0,0,0,0,0,0,0
598,296,219,77,41,52,44,35,61,63,0,1045,296
599,330,264,66,71,92,48,37,36,46,0,817,330
600,58,42,16,18,25,5,5,3,2,1834,164,1892
601,119,87,32,6,8,9,14,22,60,0,319,119
602,428,305,123,31,38,34,38,63,224,0,1222,428
603,282,236,46,40,23,21,19,42,137,0,355,282
604,43,36,7,6,4,3,3,6,21,0,165,43
605,823,689,134,117,68,61,56,123,398,0,1794,823
606,20,17,3,3,2,1,1,3,10,0,78,20
607,368,346,22,82,56,101,53,38,38,42,530,410
608,76,71,5,17,12,21,11,8,7,15,146,91
609,53,50,3,12,8,15,8,5,5,8,56,61
610,425,425,0,35,7,0,26,108,249,35,332,460
611,0,0,0,0,0,0,0,0,0,11,0,11
612,101,101,0,8,2,0,6,26,59,0,77,101
613,0,0,0,0,0,0,0,0,0,0,0,0
614,10,10,0,1,0,0,0,3,6,1,13,11
615,188,188,0,15,4,0,10,50,109,11,259,199
616,1136,746,390,130,279,254,188,178,107,0,3357,1136
617,510,394,116,66,106,68,68,73,129,0,1448,510
618,1534,1034,500,88,149,162,166,378,591,116,5383,1650
619,1640,1057,583,122,226,191,213,380,508,0,5179,1640
620,2579,1675,904,185,307,357,312,431,987,7,7357,2586
621,12,9,3,1,2,0,2,2,5,0,40,12
622,3055,2415,640,284,467,439,408,569,888,8,7370,3063
623,1229,876,353,81,126,200,179,307,336,0,3809,1229
624,1287,941,346,117,153,241,188,301,287,18,4414,1305
625,2006,1279,727,163,220,282,260,438,643,9,6972,2015
626,1393,959,434,94,145,266,183,347,358,15,5836,1408
627,309,223,86,32,44,39,42,80,72,0,1047,309
628,1957,1339,618,145,205,236,241,522,608,3,7020,1960
629,624,318,306,93,115,120,121,91,84,16,2128,640
630,3160,2344,816,227,295,429,465,853,891,5,9863,3165
631,1620,1105,515,125,208,194,195,393,505,23,5101,1643
632,1548,1111,437,120,194,261,229,348,396,6,3592,1554
633,1848,1376,472,208,337,287,199,300,517,36,4272,1884
634,1213,809,404,77,141,149,120,300,426,0,3389,1213
635,1399,947,452,86,159,193,182,329,450,0,3709,1399
636,1901,1246,655,168,259,248,200,347,679,0,5271,1901
637,1812,1177,635,88,146,203,244,483,648,26,5836,1838
638,1658,1207,451,137,196,285,266,327,447,220,5137,1878
639,333,227,106,30,49,33,27,48,146,0,968,333
640,974,610,364,69,85,134,82,164,440,0,2994,974
641,648,474,174,45,63,73,63,111,293,16,1726,664
642,535,379,156,43,63,66,55,85,223,2,1318,537
643,308,187,121,21,37,26,21,41,162,7,929,315
644,1970,1298,672,131,227,333,311,466,502,24,6809,1994
645,0,0,0,0,0,0,0,0,0,1,0,1
646,1061,675,386,147,212,151,175,266,110,74,3380,1135
647,533,297,236,58,95,92,84,97,107,0,2066,533
648,369,258,111,23,37,47,53,91,118,0,1030,369
649,420,271,149,38,53,55,51,70,153,0,1187,420
650,286,184,102,26,36,38,35,48,103,1,817,287
651,423,273,150,38,53,56,52,70,154,0,1276,423
652,1426,1266,160,191,219,243,181,211,381,0,2082,1426
653,555,371,184,39,70,52,84,120,190,81,1762,636
654,634,353,281,69,113,109,100,116,127,0,2258,634
655,722,460,262,100,144,103,119,181,75,8,2378,730
656,614,455,159,65,95,104,93,139,118,1,1783,615
657,711,453,258,99,142,101,117,178,74,8,2349,719
658,1001,607,394,67,121,83,67,132,531,56,3042,1057
659,328,219,109,23,41,30,49,71,114,39,1071,367
660,431,288,143,31,54,40,65,93,148,0,1404,431
661,1532,1036,496,129,180,215,247,337,424,22,4842,1554
662,419,274,145,55,85,82,75,59,63,0,1273,419
663,269,176,93,35,55,52,48,38,41,0,977,269
664,2120,1517,603,178,288,297,300,356,701,19,5427,2139
665,282,201,81,22,34,41,34,50,101,0,877,282
666,811,609,202,94,130,108,107,202,170,33,2552,844
667,722,512,210,59,85,90,74,114,300,27,2056,749
668,307,186,121,21,37,26,21,41,161,0,894,307
669,244,160,84,32,50,48,44,34,36,29,934,273
670,1775,903,872,266,326,342,345,259,237,87,6260,1862
671,899,694,205,116,188,120,120,130,225,20,2376,919
672,788,477,311,53,96,66,53,104,416,9,1908,797
673,410,248,162,28,50,34,27,54,217,0,1191,410
674,1064,757,307,84,127,156,129,190,378,0,2291,1064
675,224,120,104,13,20,22,18,22,129,0,678,224
676,355,190,165,20,32,35,28,35,205,0,1028,355
677,343,184,159,20,31,34,27,34,197,14,994,357
678,641,421,220,73,157,143,106,100,62,0,1907,641
679,651,476,175,59,77,122,95,152,146,0,2537,651
680,381,318,63,33,51,59,60,92,86,6,1125,387
681,295,246,49,26,39,46,46,71,67,0,928,295
682,314,168,146,18,29,31,25,31,180,0,949,314
683,496,360,136,88,80,63,100,93,72,0,1757,496
684,689,500,189,122,110,87,139,128,103,0,2596,689
685,372,272,100,34,44,70,54,87,83,0,1447,372
686,752,502,250,106,145,94,81,171,155,0,2785,752
687,761,508,253,107,146,95,82,173,158,0,2855,761
688,540,349,191,64,98,107,73,104,94,10,1971,550
689,423,273,150,50,77,84,57,81,74,2,1488,425
690,780,504,276,92,142,154,105,150,137,105,2744,885
691,394,254,140,47,72,78,53,76,68,7,1440,401
692,1759,1218,541,370,469,311,242,263,104,5,4720,1764
693,711,529,182,73,106,76,75,131,250,0,2008,711
694,1566,796,770,224,456,229,209,291,157,9,5375,1575
695,857,586,271,78,131,165,159,161,163,0,2665,857
696,323,221,102,29,49,62,60,60,63,4,986,327
697,849,708,141,74,113,131,133,205,193,0,1986,849
698,849,581,268,77,130,164,157,159,162,9,2545,858
699,798,616,182,103,167,107,106,115,200,9,2226,807
700,835,627,208,97,133,112,110,208,175,0,2378,835
701,725,545,180,84,116,97,95,181,152,19,2271,744
702,437,309,128,41,55,100,75,87,79,0,1438,437
703,944,667,277,89,119,217,161,187,171,6,3108,950
704,820,579,241,78,104,188,140,163,147,22,2916,842
705,1032,874,158,78,137,195,163,294,165,0,2504,1032
706,1077,778,299,110,154,136,147,280,250,10,3188,1087
707,807,563,244,49,81,103,115,198,261,5,2235,812
708,605,449,156,64,93,103,92,137,116,0,1535,605
709,583,432,151,62,90,99,89,132,111,0,1400,583
710,772,526,246,70,113,77,63,111,338,7,2068,779
711,233,159,74,21,34,23,19,33,103,11,688,244
712,347,254,93,24,34,39,34,59,157,0,986,347
713,507,346,161,36,43,59,58,122,189,14,1968,521
714,427,292,135,31,36,50,49,103,158,5,1721,432
715,829,566,263,59,70,96,94,200,310,0,3173,829
716,647,481,166,67,97,69,68,120,226,0,1823,647
717,425,307,118,39,57,63,44,61,161,0,1149,425
718,901,650,251,82,120,133,92,129,345,0,2366,901
719,545,393,152,50,73,81,56,78,207,5,1412,550
720,168,117,51,19,28,30,25,41,25,0,489,168
721,389,292,97,45,62,52,51,97,82,73,1216,462
722,472,240,232,67,138,69,63,88,47,14,1534,486
723,483,245,238,69,141,71,64,90,48,0,1648,483
724,0,0,0,0,0,0,0,0,0,0,0,0
725,0,0,0,0,0,0,0,0,0,81,0,81
726,402,274,128,29,34,47,46,97,149,0,1344,402
727,570,396,174,63,96,103,84,140,84,0,2098,570
728,1161,704,457,71,148,142,156,230,414,48,4051,1209
729,948,575,373,58,121,116,127,188,338,35,3240,983
730,885,598,287,74,104,124,143,195,245,0,3253,885
731,424,327,97,55,88,57,57,61,106,20,1256,444
732,330,230,100,20,33,42,47,81,107,11,892,341
733,616,430,186,38,62,79,88,151,198,10,1683,626
734,2,1,1,0,0,0,0,0,2,0,12,2
735,0,0,0,0,0,0,0,0,0,0,0,0
736,184,163,21,25,28,31,23,27,50,0,784,184
737,1112,678,434,133,198,139,170,234,238,10,3856,1122
738,355,243,112,15,22,34,37,82,165,0,936,355
739,1246,859,387,72,110,100,104,254,606,8,3305,1254
740,1579,1074,505,117,139,167,169,255,732,0,3903,1579
741,248,139,109,19,27,26,22,26,128,0,721,248
742,747,416,331,71,93,117,130,186,150,97,2512,844
743,382,219,163,31,41,81,32,69,128,27,1232,409
744,1450,1220,230,132,163,180,151,352,472,0,2608,1450
745,1318,902,416,128,128,117,123,274,548,0,3114,1318
746,1411,858,553,84,107,119,115,237,749,0,3703,1411
747,3531,2396,1135,365,409,312,294,662,1489,0,8765,3531
748,624,378,246,45,57,66,56,98,302,2,1856,626
749,1403,920,483,69,87,82,83,281,801,39,3975,1442
750,1996,1285,711,89,136,128,150,257,1236,0,5847,1996
751,2948,2006,942,301,465,318,366,482,1016,0,6804,2948
752,400,191,209,18,31,19,19,52,261,0,1262,400
753,1331,785,546,43,74,55,56,177,926,0,4140,1331
754,627,370,257,30,44,36,28,61,428,3,1783,630
755,893,546,347,38,53,62,81,160,499,11,2398,904
756,424,240,184,19,36,88,38,102,141,42,1426,466
757,1501,1011,490,72,110,140,143,313,723,6,3843,1507
758,1411,918,493,80,148,217,162,260,544,0,3793,1411
759,1666,1080,586,84,125,127,106,360,864,13,4584,1679
760,2285,1424,861,77,161,274,211,476,1086,16,6713,2301
761,1574,878,696,105,188,210,160,453,458,26,4790,1600
762,2283,1261,1022,156,220,366,238,299,1004,14,6681,2297
763,3589,2515,1074,439,522,405,331,448,1444,78,9075,3667
764,1800,1158,642,159,261,240,260,300,580,11,4644,1811
765,386,233,153,14,16,34,28,42,252,0,996,386
766,318,192,126,12,13,28,23,34,208,0,909,318
767,271,164,107,10,11,24,19,29,178,0,797,271
768,1088,844,244,122,169,174,165,196,262,160,2213,1248
769,769,597,172,86,120,123,117,138,185,16,1850,785
770,355,246,109,34,43,38,29,64,147,39,971,394
771,867,553,314,57,102,79,92,141,396,8,1899,875
772,677,432,245,44,79,62,72,110,310,24,1884,701
773,658,420,238,43,77,60,70,107,301,0,1796,658
774,608,472,136,68,94,97,92,110,147,5,1215,613
775,831,543,288,115,162,165,110,114,165,0,2463,831
776,608,357,251,61,101,119,123,74,130,9,2093,617
777,427,251,176,43,71,84,86,52,91,0,1464,427
778,318,187,131,32,53,62,64,39,68,6,1251,324
779,480,266,214,57,95,95,106,62,65,0,1343,480
780,763,423,340,91,151,151,168,98,104,112,2842,875
781,705,391,314,84,140,140,155,90,96,30,2564,735
782,382,244,138,25,45,35,41,62,174,393,1075,775
783,495,275,220,59,98,98,109,64,67,0,1619,495
784,417,305,112,62,65,69,47,66,108,81,727,498
785,437,319,118,65,68,72,49,69,114,7,904,444
786,470,293,177,48,66,48,33,73,202,0,1135,470
787,962,703,259,143,150,159,108,153,249,0,2674,962
788,378,212,166,28,41,40,33,40,196,0,1050,378
789,433,242,191,32,47,46,38,46,224,0,1285,433
790,524,354,170,51,81,52,61,89,190,0,1360,524
791,547,370,177,53,84,55,63,93,199,0,1337,547
792,315,151,164,14,24,15,15,41,206,0,973,315
793,1376,900,476,190,268,273,182,188,275,11,2941,1387
794,1304,651,653,139,166,142,131,274,452,44,3704,1348
795,1345,951,394,172,184,209,132,312,336,55,3330,1400
796,514,364,150,66,70,80,50,119,129,0,1189,514
797,726,489,237,50,67,78,83,113,335,16,1971,742
798,569,394,175,55,68,62,46,103,235,31,1343,600
799,603,418,185,58,72,65,48,109,251,1,1380,604
800,276,191,85,26,33,30,22,50,115,7,787,283
801,673,473,200,57,83,125,83,116,209,0,1524,673
802,445,313,132,37,55,83,55,77,138,5,1098,450
803,605,425,180,51,74,113,74,105,188,0,1532,605
804,360,253,107,30,44,67,44,62,113,0,927,360
805,369,259,110,31,45,69,45,64,115,0,951,369
806,617,415,202,43,57,67,71,96,283,35,1683,652
807,507,356,151,80,97,48,37,79,166,31,1352,538
808,1071,752,319,169,204,100,78,167,353,51,2428,1122
809,292,205,87,46,56,27,21,46,96,20,793,312
810,1730,1035,695,145,172,232,194,430,557,11,4520,1741
811,1374,1094,280,103,197,219,169,273,413,1,2431,1375
812,984,784,200,74,141,157,121,196,295,10,2158,994
813,319,254,65,24,46,51,39,63,96,0,913,319
814,653,375,278,54,69,139,55,118,218,62,2172,715
815,418,233,185,40,52,66,73,104,83,15,1418,433
816,396,224,172,17,34,82,35,95,133,55,1392,451
817,985,690,295,79,91,162,111,222,320,0,2940,985
818,1398,979,419,113,129,230,157,316,453,0,3599,1398
819,529,307,222,27,53,81,45,97,226,17,1417,546
820,522,303,219,27,52,80,45,96,222,21,1595,543
821,324,188,136,17,32,50,28,59,138,29,945,353
822,370,215,155,19,37,57,32,68,157,0,1142,370
823,1124,874,250,71,117,160,128,286,362,0,2631,1124
824,330,158,172,15,25,16,15,43,216,0,1052,330
825,421,248,173,14,23,17,18,56,293,0,1251,421
826,915,691,224,97,131,91,103,148,345,0,1523,915
827,880,421,459,39,67,42,41,114,577,0,2734,880
828,692,474,218,29,42,65,73,159,324,0,1703,692
829,585,442,143,62,84,58,66,95,220,0,1076,585
830,392,296,96,41,56,39,44,64,148,4,1059,396
831,626,473,153,66,89,62,71,102,236,44,1342,670
832,247,146,101,12,17,14,11,24,169,0,722,247
833,386,228,158,18,27,22,17,38,264,0,1028,386
834,446,278,168,45,62,45,31,69,194,15,1191,461
835,492,307,185,50,69,50,34,76,213,0,1309,492
836,166,117,49,16,21,20,22,24,63,0,485,166
837,1964,1304,660,71,132,134,176,386,1065,125,4919,2089
838,1614,1062,552,97,73,129,98,245,972,30,4593,1644
839,766,532,234,43,74,84,93,128,344,0,1970,766
840,1775,1033,742,236,371,392,274,364,138,18,6058,1793
841,1464,849,615,207,406,250,154,277,170,102,5503,1566
842,1014,547,467,49,89,103,112,148,513,0,3038,1014
843,725,457,268,51,85,65,67,94,363,0,1964,725
844,1769,1203,566,113,204,189,211,317,735,26,4870,1795
845,3412,2118,1294,141,256,287,312,417,1999,0,8687,3412
846,429,247,182,66,127,57,42,74,63,0,1696,429
847,1829,1141,688,168,434,320,356,209,342,0,5343,1829
848,958,627,331,69,78,102,100,127,482,31,2584,989
849,805,435,370,44,53,83,51,84,490,74,2302,879
850,855,418,437,101,192,186,96,159,121,87,4143,942
851,1587,704,883,191,354,319,241,315,167,18,7321,1605
852,1448,991,457,201,317,135,111,264,420,153,3757,1601
853,666,361,305,37,32,84,41,94,378,0,1998,666
854,1036,516,520,29,35,100,70,121,681,8,3410,1044
855,1823,1137,686,178,175,152,80,206,1032,6,4739,1829
856,1308,824,484,165,138,146,103,182,574,7,3432,1315
857,2608,1675,933,184,182,170,157,250,1665,18,6890,2626
858,957,622,335,68,53,66,50,70,650,0,2860,957
859,1170,806,364,87,60,64,51,178,730,0,3227,1170
860,2117,1586,531,184,313,312,355,354,599,41,5506,2158
861,2098,1429,669,139,209,294,347,381,728,28,5766,2126
862,2440,1550,890,134,233,193,219,334,1327,47,6678,2487
863,1963,1373,590,195,150,246,176,340,856,13,5286,1976
864,735,482,253,61,50,30,34,75,485,0,2142,735
865,1415,820,595,228,371,217,178,247,174,1,5509,1416
866,2684,1660,1024,372,581,408,314,471,538,63,10247,2747
867,2751,1610,1141,484,746,463,391,345,322,29,8648,2780
868,650,445,205,80,70,57,43,110,290,47,1380,697
869,207,136,71,17,14,8,10,21,137,450,587,657
870,460,301,159,38,31,19,21,47,304,0,1236,460
871,311,201,110,28,46,33,39,53,112,0,915,311
872,453,295,158,26,36,36,33,58,264,0,1341,453
873,237,148,89,10,9,11,9,18,180,0,711,237
874,313,195,118,13,13,14,12,24,237,0,932,313
875,361,225,136,15,14,16,14,27,275,0,1027,361
876,1178,605,573,62,131,78,107,143,657,30,3404,1208
877,1059,600,459,37,79,73,85,108,677,0,3009,1059
878,813,461,352,29,61,56,65,83,519,2,2324,815
879,329,191,138,18,19,26,21,37,208,0,853,329
880,494,349,145,46,62,60,66,70,190,0,1397,494
881,972,686,286,91,122,119,129,139,372,11,2363,983
882,903,638,265,85,114,110,120,129,345,10,2250,913
883,412,223,189,23,19,52,25,58,235,0,1267,412
884,274,207,67,27,33,27,12,29,146,165,710,439
885,599,452,147,59,72,59,26,64,319,0,1566,599
886,804,558,246,45,77,88,97,134,363,0,1574,804
887,316,219,97,18,30,35,38,53,142,19,827,335
888,796,545,251,98,86,70,52,135,355,1,1958,797
889,443,257,186,25,26,35,29,50,278,2,1266,445
890,528,398,130,45,39,89,53,68,234,0,1426,528
891,497,375,122,42,37,84,50,64,220,0,963,497
892,406,306,100,34,30,68,41,52,181,1,850,407
893,623,331,292,78,206,73,106,86,74,17,2258,640
894,462,245,217,58,153,54,79,64,54,0,1676,462
895,1474,1182,292,224,429,136,193,132,360,8,3246,1482
896,1189,750,439,139,186,94,104,136,530,0,3977,1189
897,510,294,216,78,151,68,50,89,74,0,2247,510
898,790,558,232,74,99,96,105,113,303,21,1408,811
899,356,189,167,45,118,42,61,49,41,0,1169,356
900,782,541,241,115,171,124,125,86,161,93,2234,875
901,212,147,65,31,46,34,34,23,44,0,487,212
902,317,205,112,29,47,34,40,54,113,9,848,326
903,1135,691,444,34,91,73,78,129,730,0,3038,1135
904,667,434,233,39,52,53,49,86,388,9,1921,676
905,512,389,123,51,85,59,71,72,174,23,1400,535
906,1040,789,251,103,173,120,144,147,353,8,2231,1048
907,539,409,130,54,90,62,75,76,182,6,1310,545
908,883,558,325,85,159,141,147,177,174,0,2362,883
909,664,382,282,102,197,89,65,115,96,270,1999,934
910,661,349,312,67,199,132,129,69,65,5,2223,666
911,766,534,232,87,224,112,122,88,133,0,1906,766
912,340,233,107,42,37,30,22,58,151,0,893,340
913,642,484,158,54,48,108,64,83,285,0,1379,642
914,543,287,256,55,163,108,106,57,54,126,2190,669
915,330,230,100,38,96,48,53,38,57,0,796,330
916,828,577,251,95,242,121,132,95,143,29,2329,857
917,792,552,240,90,232,116,126,91,137,30,2273,822
918,1181,805,376,107,156,91,101,191,535,0,3227,1181
919,356,243,113,32,47,28,30,57,162,0,821,356
920,708,402,306,53,72,33,53,121,376,0,1890,708
921,1937,1256,681,243,329,109,114,169,973,23,4958,1960
922,2020,1107,913,68,118,161,139,295,1239,10,6397,2030
923,1521,752,769,64,89,71,62,131,1104,2,4804,1523
924,1664,1013,651,119,130,119,125,210,961,0,4310,1664
925,558,327,231,32,44,27,28,44,383,0,1661,558
926,2068,1344,724,184,245,178,183,340,938,0,5886,2068
927,470,276,194,66,69,32,31,78,194,0,1186,470
928,961,475,486,67,74,48,42,74,656,0,2936,961
929,0,0,0,0,0,0,0,0,0,2966,0,2966
930,1555,956,599,71,90,82,79,174,1059,11,4489,1566
931,522,418,104,66,107,71,59,82,137,20,1138,542
932,588,368,220,36,51,62,53,77,309,19,1661,607
933,1432,795,637,62,80,174,82,125,909,11,4162,1443
934,1024,609,415,68,76,86,79,153,562,0,2911,1024
935,894,551,343,54,60,61,64,144,511,0,2419,894
936,1536,1005,531,125,148,86,105,182,890,8,4276,1544
937,1191,701,490,46,77,92,77,154,745,0,3277,1191
938,893,484,409,34,37,63,52,93,614,0,2621,893
939,0,0,0,0,0,0,0,0,0,0,0,0
940,899,566,333,20,22,26,36,75,720,351,2580,1250
941,2903,2018,885,132,183,229,191,336,1832,124,7372,3027
942,1224,786,438,85,152,141,107,182,557,10,3376,1234
943,881,632,249,72,122,88,91,149,359,0,2078,881
944,983,717,266,87,174,129,121,192,280,0,2140,983
945,1272,1026,246,64,118,105,116,216,653,23,2865,1295
946,783,612,171,48,75,75,72,146,367,0,1633,783
947,787,566,221,70,117,122,89,122,267,0,1595,787
948,1187,732,455,120,185,82,105,231,464,17,2739,1204
949,681,490,191,61,101,106,77,106,230,0,1711,681
950,506,312,194,51,79,35,45,99,197,0,1720,506
951,366,263,103,33,54,57,41,57,124,0,710,366
952,2004,1600,404,308,355,193,159,241,748,68,3718,2072
953,0,0,0,0,0,0,0,0,0,0,0,0
954,0,0,0,0,0,0,0,0,0,0,0,0
955,927,744,183,104,129,143,108,138,305,20,1302,947
956,1440,843,597,53,75,102,79,153,978,6,4150,1446
957,1201,959,242,184,213,116,95,144,449,6,2335,1207
958,330,214,116,29,39,28,29,54,151,0,753,330
959,981,810,171,97,152,108,100,143,381,0,2121,981
960,881,587,294,342,187,104,120,75,53,1891,1983,2772
961,487,350,137,40,67,49,50,82,199,0,1369,487
962,650,385,265,51,65,77,60,88,309,0,1691,650
963,676,390,286,41,54,52,48,77,404,1,1927,677
964,719,441,278,53,81,93,72,104,316,0,1720,719
965,914,560,354,67,103,118,92,132,402,0,2439,914
966,393,241,152,29,44,51,40,57,172,11,1069,404
967,704,460,244,57,68,40,48,84,407,0,1683,704
968,729,436,293,95,115,69,100,152,198,0,1945,729
969,280,173,107,28,44,19,25,55,109,0,605,280
970,537,336,201,32,46,56,49,71,283,0,1339,537
971,754,514,240,68,100,58,64,122,342,6,1559,760
972,104,81,23,6,10,10,10,19,49,1,233,105
973,544,425,119,33,52,52,50,102,255,0,1254,544
974,576,420,156,51,102,75,71,112,165,0,1466,576
975,199,160,39,10,19,16,18,34,102,0,448,199
976,722,446,276,73,113,50,64,141,281,0,1903,722
977,740,540,200,65,131,97,91,144,212,31,1829,771
978,170,136,34,21,35,23,19,27,45,0,282,170
979,504,310,194,31,34,35,36,81,287,7,1324,511
980,491,393,98,62,100,67,55,78,129,0,1022,491
981,525,420,105,66,107,72,59,83,138,0,1050,525
982,357,274,83,30,60,30,30,59,148,0,745,357
983,362,278,84,30,61,30,30,59,152,0,990,362
984,311,268,43,29,39,24,31,64,124,0,612,311
985,752,577,175,63,126,63,63,123,314,0,1719,752
986,637,548,89,60,80,48,64,132,253,0,911,637
987,1402,839,563,183,221,133,193,293,379,0,3225,1402
988,778,669,109,73,97,59,78,161,310,0,1784,778
989,732,630,102,69,92,56,73,151,291,2,1726,734
990,369,283,86,31,62,31,31,61,153,18,1158,387
991,0,0,0,0,0,0,0,0,0,0,0,0
992,819,482,337,32,53,63,53,106,512,5,2029,824
993,515,425,90,51,80,56,52,75,201,0,1359,515
994,377,228,149,26,24,40,24,27,236,0,989,377
995,436,264,172,30,28,46,27,31,274,0,1200,436
996,229,138,91,16,15,24,14,16,144,0,598,229
997,220,133,87,15,14,23,14,16,138,0,585,220
998,609,486,123,94,108,59,48,73,227,22,1758,631
999,376,232,144,23,25,26,27,61,214,0,1024,376
1000,0,0,0,0,0,0,0,0,0,0,0,0
1001,707,583,124,70,110,78,72,103,274,0,1294,707
1002,352,206,146,13,18,25,19,37,240,0,1097,352
1003,420,208,212,29,32,21,18,32,288,0,1303,420
1004,388,192,196,27,30,19,17,30,265,14,1242,402
1005,603,353,250,34,47,30,31,47,414,0,1605,603
1006,614,364,250,48,62,73,57,83,291,0,1734,614
1007,758,449,309,60,76,90,70,103,359,81,2008,839
1008,528,311,217,75,77,36,34,88,218,0,1267,528
1009,445,262,183,17,29,34,29,58,278,0,1249,445
1010,287,179,108,18,22,20,21,23,183,4,762,291
1011,902,724,178,101,125,139,105,134,298,0,2170,902
1012,0,0,0,0,0,0,0,0,0,0,0,0
1013,2710,1489,1221,169,244,239,269,446,1343,14,8043,2724
1014,1421,877,544,69,94,145,158,179,776,0,4094,1421
1015,1990,1060,930,111,158,171,201,266,1083,2,5811,1992
1016,1325,727,598,96,127,78,119,226,679,0,3798,1325
