SINGLE,HHSIZE1,HHSIZE2,HHSIZE3,HHSIZE4,HHWORK0,HHWORK1,HHWORK2,HHWORK3,POPAGE1,POPAGE2,POPAGE3,POPAGE4,POPAGE5,POPAGE6,POPSEX1,POPSEX2,HHLESSGQ,HHCHILDNO,HHCHILDYES,HHINC1,HHINC2,HHINC3,HHINC4,HHINC5,HHINC6,HHGQYES,HHGQNO,HHBASE,POPWRKR,PERSBASE
1,679376,851477,463640,705649,614219,1015016,824937,245966,437823,1155965,638243,1175989,3099494,1075190,3764101,3818607,2700140,1803169,896971,332858,416083,365249,322174,467456,796320,91423,7491285,2791563,3894851,7582788
