geography,id,name,value,source,control_size,countycomb_label
TAZ,706,num_hh,547,Control,547,NA
TAZ,706,hh_inc_30,58,Control,58,NA
TAZ,706,hh_inc_30_60,56,Control,56,NA
TAZ,706,hh_inc_60_100,63,Control,63,NA
TAZ,706,hh_inc_100_plus,267,Control,267,NA
TAZ,706,hh_child,397,Control,397,NA
TAZ,706,hh_no_child,150,Control,150,NA
TAZ,706,num_hh,547,Result,547,NA
TAZ,706,hh_inc_30,64,Result,58,NA
TAZ,706,hh_inc_30_60,62,Result,56,NA
TAZ,706,hh_inc_60_100,70,Result,63,NA
TAZ,706,hh_inc_100_plus,299,Result,267,NA
TAZ,706,hh_child,360,Result,397,NA
TAZ,706,hh_no_child,135,Result,150,NA
TAZ,706,num_hh,0,Difference,547,NA
TAZ,706,hh_inc_30,6,Difference,58,NA
TAZ,706,hh_inc_30_60,6,Difference,56,NA
TAZ,706,hh_inc_60_100,7,Difference,63,NA
TAZ,706,hh_inc_100_plus,32,Difference,267,NA
TAZ,706,hh_child,-37,Difference,397,NA
TAZ,706,hh_no_child,-15,Difference,150,NA
TAZ,707,num_hh,553,Control,553,NA
TAZ,707,hh_inc_30,20,Control,20,NA
TAZ,707,hh_inc_30_60,126,Control,126,NA
TAZ,707,hh_inc_60_100,129,Control,129,NA
TAZ,707,hh_inc_100_plus,200,Control,200,NA
TAZ,707,hh_child,260,Control,260,NA
TAZ,707,hh_no_child,293,Control,293,NA
TAZ,707,num_hh,553,Result,553,NA
TAZ,707,hh_inc_30,22,Result,20,NA
TAZ,707,hh_inc_30_60,136,Result,126,NA
TAZ,707,hh_inc_60_100,139,Result,129,NA
TAZ,707,hh_inc_100_plus,218,Result,200,NA
TAZ,707,hh_child,242,Result,260,NA
TAZ,707,hh_no_child,273,Result,293,NA
TAZ,707,num_hh,0,Difference,553,NA
TAZ,707,hh_inc_30,2,Difference,20,NA
TAZ,707,hh_inc_30_60,10,Difference,126,NA
TAZ,707,hh_inc_60_100,10,Difference,129,NA
TAZ,707,hh_inc_100_plus,18,Difference,200,NA
TAZ,707,hh_child,-18,Difference,260,NA
TAZ,707,hh_no_child,-20,Difference,293,NA
TAZ,708,num_hh,693,Control,693,NA
TAZ,708,hh_inc_30,149,Control,149,NA
TAZ,708,hh_inc_30_60,82,Control,82,NA
TAZ,708,hh_inc_60_100,76,Control,76,NA
TAZ,708,hh_inc_100_plus,117,Control,117,NA
TAZ,708,hh_child,549,Control,549,NA
TAZ,708,hh_no_child,144,Control,144,NA
TAZ,708,num_hh,693,Result,693,NA
TAZ,708,hh_inc_30,190,Result,149,NA
TAZ,708,hh_inc_30_60,106,Result,82,NA
TAZ,708,hh_inc_60_100,98,Result,76,NA
TAZ,708,hh_inc_100_plus,152,Result,117,NA
TAZ,708,hh_child,432,Result,549,NA
TAZ,708,hh_no_child,114,Result,144,NA
TAZ,708,num_hh,0,Difference,693,NA
TAZ,708,hh_inc_30,41,Difference,149,NA
TAZ,708,hh_inc_30_60,24,Difference,82,NA
TAZ,708,hh_inc_60_100,22,Difference,76,NA
TAZ,708,hh_inc_100_plus,35,Difference,117,NA
TAZ,708,hh_child,-117,Difference,549,NA
TAZ,708,hh_no_child,-30,Difference,144,NA
TAZ,709,num_hh,575,Control,575,NA
TAZ,709,hh_inc_30,25,Control,25,NA
TAZ,709,hh_inc_30_60,106,Control,106,NA
TAZ,709,hh_inc_60_100,69,Control,69,NA
TAZ,709,hh_inc_100_plus,291,Control,291,NA
TAZ,709,hh_child,381,Control,381,NA
TAZ,709,hh_no_child,194,Control,194,NA
TAZ,709,num_hh,575,Result,575,NA
TAZ,709,hh_inc_30,27,Result,25,NA
TAZ,709,hh_inc_30_60,115,Result,106,NA
TAZ,709,hh_inc_60_100,74,Result,69,NA
TAZ,709,hh_inc_100_plus,319,Result,291,NA
TAZ,709,hh_child,355,Result,381,NA
TAZ,709,hh_no_child,180,Result,194,NA
TAZ,709,num_hh,0,Difference,575,NA
TAZ,709,hh_inc_30,2,Difference,25,NA
TAZ,709,hh_inc_30_60,9,Difference,106,NA
TAZ,709,hh_inc_60_100,5,Difference,69,NA
TAZ,709,hh_inc_100_plus,28,Difference,291,NA
TAZ,709,hh_child,-26,Difference,381,NA
TAZ,709,hh_no_child,-14,Difference,194,NA
TAZ,710,num_hh,682,Control,682,NA
TAZ,710,hh_inc_30,40,Control,40,NA
TAZ,710,hh_inc_30_60,152,Control,152,NA
TAZ,710,hh_inc_60_100,105,Control,105,NA
TAZ,710,hh_inc_100_plus,309,Control,309,NA
TAZ,710,hh_child,425,Control,425,NA
TAZ,710,hh_no_child,257,Control,257,NA
TAZ,710,num_hh,682,Result,682,NA
TAZ,710,hh_inc_30,42,Result,40,NA
TAZ,710,hh_inc_30_60,162,Result,152,NA
TAZ,710,hh_inc_60_100,111,Result,105,NA
TAZ,710,hh_inc_100_plus,331,Result,309,NA
TAZ,710,hh_child,402,Result,425,NA
TAZ,710,hh_no_child,244,Result,257,NA
TAZ,710,num_hh,0,Difference,682,NA
TAZ,710,hh_inc_30,2,Difference,40,NA
TAZ,710,hh_inc_30_60,10,Difference,152,NA
TAZ,710,hh_inc_60_100,6,Difference,105,NA
TAZ,710,hh_inc_100_plus,22,Difference,309,NA
TAZ,710,hh_child,-23,Difference,425,NA
TAZ,710,hh_no_child,-13,Difference,257,NA
TAZ,711,num_hh,1047,Control,1047,NA
TAZ,711,hh_inc_30,54,Control,54,NA
TAZ,711,hh_inc_30_60,110,Control,110,NA
TAZ,711,hh_inc_60_100,38,Control,38,NA
TAZ,711,hh_inc_100_plus,832,Control,832,NA
TAZ,711,hh_child,627,Control,627,NA
TAZ,711,hh_no_child,420,Control,420,NA
TAZ,711,num_hh,1047,Result,1047,NA
TAZ,711,hh_inc_30,54,Result,54,NA
TAZ,711,hh_inc_30_60,109,Result,110,NA
TAZ,711,hh_inc_60_100,38,Result,38,NA
TAZ,711,hh_inc_100_plus,839,Result,832,NA
TAZ,711,hh_child,623,Result,627,NA
TAZ,711,hh_no_child,417,Result,420,NA
TAZ,711,num_hh,0,Difference,1047,NA
TAZ,711,hh_inc_30,0,Difference,54,NA
TAZ,711,hh_inc_30_60,-1,Difference,110,NA
TAZ,711,hh_inc_60_100,0,Difference,38,NA
TAZ,711,hh_inc_100_plus,7,Difference,832,NA
TAZ,711,hh_child,-4,Difference,627,NA
TAZ,711,hh_no_child,-3,Difference,420,NA
TAZ,712,num_hh,323,Control,323,NA
TAZ,712,hh_inc_30,42,Control,42,NA
TAZ,712,hh_inc_30_60,33,Control,33,NA
TAZ,712,hh_inc_60_100,10,Control,10,NA
TAZ,712,hh_inc_100_plus,211,Control,211,NA
TAZ,712,hh_child,156,Control,156,NA
TAZ,712,hh_no_child,167,Control,167,NA
TAZ,712,num_hh,323,Result,323,NA
TAZ,712,hh_inc_30,44,Result,42,NA
TAZ,712,hh_inc_30_60,35,Result,33,NA
TAZ,712,hh_inc_60_100,10,Result,10,NA
TAZ,712,hh_inc_100_plus,222,Result,211,NA
TAZ,712,hh_child,150,Result,156,NA
TAZ,712,hh_no_child,161,Result,167,NA
TAZ,712,num_hh,0,Difference,323,NA
TAZ,712,hh_inc_30,2,Difference,42,NA
TAZ,712,hh_inc_30_60,2,Difference,33,NA
TAZ,712,hh_inc_60_100,0,Difference,10,NA
TAZ,712,hh_inc_100_plus,11,Difference,211,NA
TAZ,712,hh_child,-6,Difference,156,NA
TAZ,712,hh_no_child,-6,Difference,167,NA
TAZ,713,num_hh,424,Control,424,NA
TAZ,713,hh_inc_30,7,Control,7,NA
TAZ,713,hh_inc_30_60,54,Control,54,NA
TAZ,713,hh_inc_60_100,61,Control,61,NA
TAZ,713,hh_inc_100_plus,234,Control,234,NA
TAZ,713,hh_child,321,Control,321,NA
TAZ,713,hh_no_child,103,Control,103,NA
TAZ,713,num_hh,424,Result,424,NA
TAZ,713,hh_inc_30,7,Result,7,NA
TAZ,713,hh_inc_30_60,59,Result,54,NA
TAZ,713,hh_inc_60_100,67,Result,61,NA
TAZ,713,hh_inc_100_plus,258,Result,234,NA
TAZ,713,hh_child,296,Result,321,NA
TAZ,713,hh_no_child,95,Result,103,NA
TAZ,713,num_hh,0,Difference,424,NA
TAZ,713,hh_inc_30,0,Difference,7,NA
TAZ,713,hh_inc_30_60,5,Difference,54,NA
TAZ,713,hh_inc_60_100,6,Difference,61,NA
TAZ,713,hh_inc_100_plus,24,Difference,234,NA
TAZ,713,hh_child,-25,Difference,321,NA
TAZ,713,hh_no_child,-8,Difference,103,NA
TAZ,714,num_hh,1573,Control,1573,NA
TAZ,714,hh_inc_30,200,Control,200,NA
TAZ,714,hh_inc_30_60,116,Control,116,NA
TAZ,714,hh_inc_60_100,388,Control,388,NA
TAZ,714,hh_inc_100_plus,697,Control,697,NA
TAZ,714,hh_child,1067,Control,1067,NA
TAZ,714,hh_no_child,506,Control,506,NA
TAZ,714,num_hh,1573,Result,1573,NA
TAZ,714,hh_inc_30,211,Result,200,NA
TAZ,714,hh_inc_30_60,123,Result,116,NA
TAZ,714,hh_inc_60_100,411,Result,388,NA
TAZ,714,hh_inc_100_plus,746,Result,697,NA
TAZ,714,hh_child,1010,Result,1067,NA
TAZ,714,hh_no_child,481,Result,506,NA
TAZ,714,num_hh,0,Difference,1573,NA
TAZ,714,hh_inc_30,11,Difference,200,NA
TAZ,714,hh_inc_30_60,7,Difference,116,NA
TAZ,714,hh_inc_60_100,23,Difference,388,NA
TAZ,714,hh_inc_100_plus,49,Difference,697,NA
TAZ,714,hh_child,-57,Difference,1067,NA
TAZ,714,hh_no_child,-25,Difference,506,NA
TAZ,715,num_hh,428,Control,428,NA
TAZ,715,hh_inc_30,76,Control,76,NA
TAZ,715,hh_inc_30_60,68,Control,68,NA
TAZ,715,hh_inc_60_100,78,Control,78,NA
TAZ,715,hh_inc_100_plus,149,Control,149,NA
TAZ,715,hh_child,333,Control,333,NA
TAZ,715,hh_no_child,95,Control,95,NA
TAZ,715,num_hh,428,Result,428,NA
TAZ,715,hh_inc_30,81,Result,76,NA
TAZ,715,hh_inc_30_60,73,Result,68,NA
TAZ,715,hh_inc_60_100,84,Result,78,NA
TAZ,715,hh_inc_100_plus,162,Result,149,NA
TAZ,715,hh_child,311,Result,333,NA
TAZ,715,hh_no_child,89,Result,95,NA
TAZ,715,num_hh,0,Difference,428,NA
TAZ,715,hh_inc_30,5,Difference,76,NA
TAZ,715,hh_inc_30_60,5,Difference,68,NA
TAZ,715,hh_inc_60_100,6,Difference,78,NA
TAZ,715,hh_inc_100_plus,13,Difference,149,NA
TAZ,715,hh_child,-22,Difference,333,NA
TAZ,715,hh_no_child,-6,Difference,95,NA
TAZ,716,num_hh,275,Control,275,NA
TAZ,716,hh_inc_30,21,Control,21,NA
TAZ,716,hh_inc_30_60,86,Control,86,NA
TAZ,716,hh_inc_60_100,63,Control,63,NA
TAZ,716,hh_inc_100_plus,57,Control,57,NA
TAZ,716,hh_child,122,Control,122,NA
TAZ,716,hh_no_child,153,Control,153,NA
TAZ,716,num_hh,275,Result,275,NA
TAZ,716,hh_inc_30,22,Result,21,NA
TAZ,716,hh_inc_30_60,95,Result,86,NA
TAZ,716,hh_inc_60_100,70,Result,63,NA
TAZ,716,hh_inc_100_plus,64,Result,57,NA
TAZ,716,hh_child,111,Result,122,NA
TAZ,716,hh_no_child,140,Result,153,NA
TAZ,716,num_hh,0,Difference,275,NA
TAZ,716,hh_inc_30,1,Difference,21,NA
TAZ,716,hh_inc_30_60,9,Difference,86,NA
TAZ,716,hh_inc_60_100,7,Difference,63,NA
TAZ,716,hh_inc_100_plus,7,Difference,57,NA
TAZ,716,hh_child,-11,Difference,122,NA
TAZ,716,hh_no_child,-13,Difference,153,NA
TAZ,717,num_hh,2020,Control,2020,NA
TAZ,717,hh_inc_30,179,Control,179,NA
TAZ,717,hh_inc_30_60,395,Control,395,NA
TAZ,717,hh_inc_60_100,237,Control,237,NA
TAZ,717,hh_inc_100_plus,967,Control,967,NA
TAZ,717,hh_child,1384,Control,1384,NA
TAZ,717,hh_no_child,636,Control,636,NA
TAZ,717,num_hh,2020,Result,2020,NA
TAZ,717,hh_inc_30,190,Result,179,NA
TAZ,717,hh_inc_30_60,422,Result,395,NA
TAZ,717,hh_inc_60_100,252,Result,237,NA
TAZ,717,hh_inc_100_plus,1040,Result,967,NA
TAZ,717,hh_child,1303,Result,1384,NA
TAZ,717,hh_no_child,601,Result,636,NA
TAZ,717,num_hh,0,Difference,2020,NA
TAZ,717,hh_inc_30,11,Difference,179,NA
TAZ,717,hh_inc_30_60,27,Difference,395,NA
TAZ,717,hh_inc_60_100,15,Difference,237,NA
TAZ,717,hh_inc_100_plus,73,Difference,967,NA
TAZ,717,hh_child,-81,Difference,1384,NA
TAZ,717,hh_no_child,-35,Difference,636,NA
TAZ,718,num_hh,290,Control,290,NA
TAZ,718,hh_inc_30,20,Control,20,NA
TAZ,718,hh_inc_30_60,11,Control,11,NA
TAZ,718,hh_inc_60_100,33,Control,33,NA
TAZ,718,hh_inc_100_plus,197,Control,197,NA
TAZ,718,hh_child,150,Control,150,NA
TAZ,718,hh_no_child,140,Control,140,NA
TAZ,718,num_hh,290,Result,290,NA
TAZ,718,hh_inc_30,21,Result,20,NA
TAZ,718,hh_inc_30_60,12,Result,11,NA
TAZ,718,hh_inc_60_100,35,Result,33,NA
TAZ,718,hh_inc_100_plus,210,Result,197,NA
TAZ,718,hh_child,144,Result,150,NA
TAZ,718,hh_no_child,134,Result,140,NA
TAZ,718,num_hh,0,Difference,290,NA
TAZ,718,hh_inc_30,1,Difference,20,NA
TAZ,718,hh_inc_30_60,1,Difference,11,NA
TAZ,718,hh_inc_60_100,2,Difference,33,NA
TAZ,718,hh_inc_100_plus,13,Difference,197,NA
TAZ,718,hh_child,-6,Difference,150,NA
TAZ,718,hh_no_child,-6,Difference,140,NA
TAZ,719,num_hh,887,Control,887,NA
TAZ,719,hh_inc_30,75,Control,75,NA
TAZ,719,hh_inc_30_60,126,Control,126,NA
TAZ,719,hh_inc_60_100,35,Control,35,NA
TAZ,719,hh_inc_100_plus,572,Control,572,NA
TAZ,719,hh_child,660,Control,660,NA
TAZ,719,hh_no_child,227,Control,227,NA
TAZ,719,num_hh,887,Result,887,NA
TAZ,719,hh_inc_30,79,Result,75,NA
TAZ,719,hh_inc_30_60,133,Result,126,NA
TAZ,719,hh_inc_60_100,37,Result,35,NA
TAZ,719,hh_inc_100_plus,602,Result,572,NA
TAZ,719,hh_child,633,Result,660,NA
TAZ,719,hh_no_child,218,Result,227,NA
TAZ,719,num_hh,0,Difference,887,NA
TAZ,719,hh_inc_30,4,Difference,75,NA
TAZ,719,hh_inc_30_60,7,Difference,126,NA
TAZ,719,hh_inc_60_100,2,Difference,35,NA
TAZ,719,hh_inc_100_plus,30,Difference,572,NA
TAZ,719,hh_child,-27,Difference,660,NA
TAZ,719,hh_no_child,-9,Difference,227,NA
TAZ,720,num_hh,737,Control,737,NA
TAZ,720,hh_inc_30,25,Control,25,NA
TAZ,720,hh_inc_30_60,96,Control,96,NA
TAZ,720,hh_inc_60_100,31,Control,31,NA
TAZ,720,hh_inc_100_plus,480,Control,480,NA
TAZ,720,hh_child,447,Control,447,NA
TAZ,720,hh_no_child,290,Control,290,NA
TAZ,720,num_hh,737,Result,737,NA
TAZ,720,hh_inc_30,27,Result,25,NA
TAZ,720,hh_inc_30_60,103,Result,96,NA
TAZ,720,hh_inc_60_100,33,Result,31,NA
TAZ,720,hh_inc_100_plus,526,Result,480,NA
TAZ,720,hh_child,418,Result,447,NA
TAZ,720,hh_no_child,271,Result,290,NA
TAZ,720,num_hh,0,Difference,737,NA
TAZ,720,hh_inc_30,2,Difference,25,NA
TAZ,720,hh_inc_30_60,7,Difference,96,NA
TAZ,720,hh_inc_60_100,2,Difference,31,NA
TAZ,720,hh_inc_100_plus,46,Difference,480,NA
TAZ,720,hh_child,-29,Difference,447,NA
TAZ,720,hh_no_child,-19,Difference,290,NA
TAZ,721,num_hh,314,Control,314,NA
TAZ,721,hh_inc_30,50,Control,50,NA
TAZ,721,hh_inc_30_60,0,Control,0,NA
TAZ,721,hh_inc_60_100,14,Control,14,NA
TAZ,721,hh_inc_100_plus,210,Control,210,NA
TAZ,721,hh_child,186,Control,186,NA
TAZ,721,hh_no_child,128,Control,128,NA
TAZ,721,num_hh,314,Result,314,NA
TAZ,721,hh_inc_30,53,Result,50,NA
TAZ,721,hh_inc_30_60,0,Result,0,NA
TAZ,721,hh_inc_60_100,15,Result,14,NA
TAZ,721,hh_inc_100_plus,227,Result,210,NA
TAZ,721,hh_child,175,Result,186,NA
TAZ,721,hh_no_child,120,Result,128,NA
TAZ,721,num_hh,0,Difference,314,NA
TAZ,721,hh_inc_30,3,Difference,50,NA
TAZ,721,hh_inc_30_60,0,Difference,0,NA
TAZ,721,hh_inc_60_100,1,Difference,14,NA
TAZ,721,hh_inc_100_plus,17,Difference,210,NA
TAZ,721,hh_child,-11,Difference,186,NA
TAZ,721,hh_no_child,-8,Difference,128,NA
TAZ,722,num_hh,249,Control,249,NA
TAZ,722,hh_inc_30,33,Control,33,NA
TAZ,722,hh_inc_30_60,90,Control,90,NA
TAZ,722,hh_inc_60_100,25,Control,25,NA
TAZ,722,hh_inc_100_plus,54,Control,54,NA
TAZ,722,hh_child,166,Control,166,NA
TAZ,722,hh_no_child,83,Control,83,NA
TAZ,722,num_hh,249,Result,249,NA
TAZ,722,hh_inc_30,37,Result,33,NA
TAZ,722,hh_inc_30_60,100,Result,90,NA
TAZ,722,hh_inc_60_100,27,Result,25,NA
TAZ,722,hh_inc_100_plus,61,Result,54,NA
TAZ,722,hh_child,150,Result,166,NA
TAZ,722,hh_no_child,75,Result,83,NA
TAZ,722,num_hh,0,Difference,249,NA
TAZ,722,hh_inc_30,4,Difference,33,NA
TAZ,722,hh_inc_30_60,10,Difference,90,NA
TAZ,722,hh_inc_60_100,2,Difference,25,NA
TAZ,722,hh_inc_100_plus,7,Difference,54,NA
TAZ,722,hh_child,-16,Difference,166,NA
TAZ,722,hh_no_child,-8,Difference,83,NA
TAZ,723,num_hh,1802,Control,1802,NA
TAZ,723,hh_inc_30,288,Control,288,NA
TAZ,723,hh_inc_30_60,366,Control,366,NA
TAZ,723,hh_inc_60_100,396,Control,396,NA
TAZ,723,hh_inc_100_plus,367,Control,367,NA
TAZ,723,hh_child,1048,Control,1048,NA
TAZ,723,hh_no_child,754,Control,754,NA
TAZ,723,num_hh,1802,Result,1802,NA
TAZ,723,hh_inc_30,324,Result,288,NA
TAZ,723,hh_inc_30_60,415,Result,366,NA
TAZ,723,hh_inc_60_100,448,Result,396,NA
TAZ,723,hh_inc_100_plus,420,Result,367,NA
TAZ,723,hh_child,934,Result,1048,NA
TAZ,723,hh_no_child,673,Result,754,NA
TAZ,723,num_hh,0,Difference,1802,NA
TAZ,723,hh_inc_30,36,Difference,288,NA
TAZ,723,hh_inc_30_60,49,Difference,366,NA
TAZ,723,hh_inc_60_100,52,Difference,396,NA
TAZ,723,hh_inc_100_plus,53,Difference,367,NA
TAZ,723,hh_child,-114,Difference,1048,NA
TAZ,723,hh_no_child,-81,Difference,754,NA
TAZ,724,num_hh,898,Control,898,NA
TAZ,724,hh_inc_30,59,Control,59,NA
TAZ,724,hh_inc_30_60,98,Control,98,NA
TAZ,724,hh_inc_60_100,94,Control,94,NA
TAZ,724,hh_inc_100_plus,502,Control,502,NA
TAZ,724,hh_child,631,Control,631,NA
TAZ,724,hh_no_child,267,Control,267,NA
TAZ,724,num_hh,898,Result,898,NA
TAZ,724,hh_inc_30,64,Result,59,NA
TAZ,724,hh_inc_30_60,107,Result,98,NA
TAZ,724,hh_inc_60_100,103,Result,94,NA
TAZ,724,hh_inc_100_plus,554,Result,502,NA
TAZ,724,hh_child,581,Result,631,NA
TAZ,724,hh_no_child,247,Result,267,NA
TAZ,724,num_hh,0,Difference,898,NA
TAZ,724,hh_inc_30,5,Difference,59,NA
TAZ,724,hh_inc_30_60,9,Difference,98,NA
TAZ,724,hh_inc_60_100,9,Difference,94,NA
TAZ,724,hh_inc_100_plus,52,Difference,502,NA
TAZ,724,hh_child,-50,Difference,631,NA
TAZ,724,hh_no_child,-20,Difference,267,NA
TAZ,725,num_hh,806,Control,806,NA
TAZ,725,hh_inc_30,70,Control,70,NA
TAZ,725,hh_inc_30_60,135,Control,135,NA
TAZ,725,hh_inc_60_100,94,Control,94,NA
TAZ,725,hh_inc_100_plus,369,Control,369,NA
TAZ,725,hh_child,492,Control,492,NA
TAZ,725,hh_no_child,314,Control,314,NA
TAZ,725,num_hh,806,Result,806,NA
TAZ,725,hh_inc_30,77,Result,70,NA
TAZ,725,hh_inc_30_60,148,Result,135,NA
TAZ,725,hh_inc_60_100,103,Result,94,NA
TAZ,725,hh_inc_100_plus,412,Result,369,NA
TAZ,725,hh_child,452,Result,492,NA
TAZ,725,hh_no_child,288,Result,314,NA
TAZ,725,num_hh,0,Difference,806,NA
TAZ,725,hh_inc_30,7,Difference,70,NA
TAZ,725,hh_inc_30_60,13,Difference,135,NA
TAZ,725,hh_inc_60_100,9,Difference,94,NA
TAZ,725,hh_inc_100_plus,43,Difference,369,NA
TAZ,725,hh_child,-40,Difference,492,NA
TAZ,725,hh_no_child,-26,Difference,314,NA
TAZ,726,num_hh,419,Control,419,NA
TAZ,726,hh_inc_30,107,Control,107,NA
TAZ,726,hh_inc_30_60,20,Control,20,NA
TAZ,726,hh_inc_60_100,0,Control,0,NA
TAZ,726,hh_inc_100_plus,268,Control,268,NA
TAZ,726,hh_child,146,Control,146,NA
TAZ,726,hh_no_child,273,Control,273,NA
TAZ,726,num_hh,419,Result,419,NA
TAZ,726,hh_inc_30,109,Result,107,NA
TAZ,726,hh_inc_30_60,21,Result,20,NA
TAZ,726,hh_inc_60_100,0,Result,0,NA
TAZ,726,hh_inc_100_plus,279,Result,268,NA
TAZ,726,hh_child,143,Result,146,NA
TAZ,726,hh_no_child,266,Result,273,NA
TAZ,726,num_hh,0,Difference,419,NA
TAZ,726,hh_inc_30,2,Difference,107,NA
TAZ,726,hh_inc_30_60,1,Difference,20,NA
TAZ,726,hh_inc_60_100,0,Difference,0,NA
TAZ,726,hh_inc_100_plus,11,Difference,268,NA
TAZ,726,hh_child,-3,Difference,146,NA
TAZ,726,hh_no_child,-7,Difference,273,NA
TAZ,727,num_hh,1096,Control,1096,NA
TAZ,727,hh_inc_30,148,Control,148,NA
TAZ,727,hh_inc_30_60,127,Control,127,NA
TAZ,727,hh_inc_60_100,137,Control,137,NA
TAZ,727,hh_inc_100_plus,551,Control,551,NA
TAZ,727,hh_child,790,Control,790,NA
TAZ,727,hh_no_child,306,Control,306,NA
TAZ,727,num_hh,1096,Result,1096,NA
TAZ,727,hh_inc_30,158,Result,148,NA
TAZ,727,hh_inc_30_60,135,Result,127,NA
TAZ,727,hh_inc_60_100,145,Result,137,NA
TAZ,727,hh_inc_100_plus,597,Result,551,NA
TAZ,727,hh_child,746,Result,790,NA
TAZ,727,hh_no_child,289,Result,306,NA
TAZ,727,num_hh,0,Difference,1096,NA
TAZ,727,hh_inc_30,10,Difference,148,NA
TAZ,727,hh_inc_30_60,8,Difference,127,NA
TAZ,727,hh_inc_60_100,8,Difference,137,NA
TAZ,727,hh_inc_100_plus,46,Difference,551,NA
TAZ,727,hh_child,-44,Difference,790,NA
TAZ,727,hh_no_child,-17,Difference,306,NA
TAZ,728,num_hh,256,Control,256,NA
TAZ,728,hh_inc_30,21,Control,21,NA
TAZ,728,hh_inc_30_60,12,Control,12,NA
TAZ,728,hh_inc_60_100,45,Control,45,NA
TAZ,728,hh_inc_100_plus,158,Control,158,NA
TAZ,728,hh_child,136,Control,136,NA
TAZ,728,hh_no_child,120,Control,120,NA
TAZ,728,num_hh,256,Result,256,NA
TAZ,728,hh_inc_30,22,Result,21,NA
TAZ,728,hh_inc_30_60,12,Result,12,NA
TAZ,728,hh_inc_60_100,46,Result,45,NA
TAZ,728,hh_inc_100_plus,167,Result,158,NA
TAZ,728,hh_child,131,Result,136,NA
TAZ,728,hh_no_child,116,Result,120,NA
TAZ,728,num_hh,0,Difference,256,NA
TAZ,728,hh_inc_30,1,Difference,21,NA
TAZ,728,hh_inc_30_60,0,Difference,12,NA
TAZ,728,hh_inc_60_100,1,Difference,45,NA
TAZ,728,hh_inc_100_plus,9,Difference,158,NA
TAZ,728,hh_child,-5,Difference,136,NA
TAZ,728,hh_no_child,-4,Difference,120,NA
TAZ,729,num_hh,372,Control,372,NA
TAZ,729,hh_inc_30,10,Control,10,NA
TAZ,729,hh_inc_30_60,48,Control,48,NA
TAZ,729,hh_inc_60_100,29,Control,29,NA
TAZ,729,hh_inc_100_plus,275,Control,275,NA
TAZ,729,hh_child,180,Control,180,NA
TAZ,729,hh_no_child,192,Control,192,NA
TAZ,729,num_hh,372,Result,372,NA
TAZ,729,hh_inc_30,10,Result,10,NA
TAZ,729,hh_inc_30_60,48,Result,48,NA
TAZ,729,hh_inc_60_100,29,Result,29,NA
TAZ,729,hh_inc_100_plus,281,Result,275,NA
TAZ,729,hh_child,178,Result,180,NA
TAZ,729,hh_no_child,190,Result,192,NA
TAZ,729,num_hh,0,Difference,372,NA
TAZ,729,hh_inc_30,0,Difference,10,NA
TAZ,729,hh_inc_30_60,0,Difference,48,NA
TAZ,729,hh_inc_60_100,0,Difference,29,NA
TAZ,729,hh_inc_100_plus,6,Difference,275,NA
TAZ,729,hh_child,-2,Difference,180,NA
TAZ,729,hh_no_child,-2,Difference,192,NA
TAZ,730,num_hh,359,Control,359,NA
TAZ,730,hh_inc_30,24,Control,24,NA
TAZ,730,hh_inc_30_60,33,Control,33,NA
TAZ,730,hh_inc_60_100,65,Control,65,NA
TAZ,730,hh_inc_100_plus,238,Control,238,NA
TAZ,730,hh_child,178,Control,178,NA
TAZ,730,hh_no_child,181,Control,181,NA
TAZ,730,num_hh,359,Result,359,NA
TAZ,730,hh_inc_30,24,Result,24,NA
TAZ,730,hh_inc_30_60,33,Result,33,NA
TAZ,730,hh_inc_60_100,64,Result,65,NA
TAZ,730,hh_inc_100_plus,238,Result,238,NA
TAZ,730,hh_child,178,Result,178,NA
TAZ,730,hh_no_child,181,Result,181,NA
TAZ,730,num_hh,0,Difference,359,NA
TAZ,730,hh_inc_30,0,Difference,24,NA
TAZ,730,hh_inc_30_60,0,Difference,33,NA
TAZ,730,hh_inc_60_100,-1,Difference,65,NA
TAZ,730,hh_inc_100_plus,0,Difference,238,NA
TAZ,730,hh_child,0,Difference,178,NA
TAZ,730,hh_no_child,0,Difference,181,NA
TAZ,731,num_hh,572,Control,572,NA
TAZ,731,hh_inc_30,99,Control,99,NA
TAZ,731,hh_inc_30_60,180,Control,180,NA
TAZ,731,hh_inc_60_100,83,Control,83,NA
TAZ,731,hh_inc_100_plus,127,Control,127,NA
TAZ,731,hh_child,307,Control,307,NA
TAZ,731,hh_no_child,265,Control,265,NA
TAZ,731,num_hh,572,Result,572,NA
TAZ,731,hh_inc_30,108,Result,99,NA
TAZ,731,hh_inc_30_60,196,Result,180,NA
TAZ,731,hh_inc_60_100,90,Result,83,NA
TAZ,731,hh_inc_100_plus,139,Result,127,NA
TAZ,731,hh_child,286,Result,307,NA
TAZ,731,hh_no_child,247,Result,265,NA
TAZ,731,num_hh,0,Difference,572,NA
TAZ,731,hh_inc_30,9,Difference,99,NA
TAZ,731,hh_inc_30_60,16,Difference,180,NA
TAZ,731,hh_inc_60_100,7,Difference,83,NA
TAZ,731,hh_inc_100_plus,12,Difference,127,NA
TAZ,731,hh_child,-21,Difference,307,NA
TAZ,731,hh_no_child,-18,Difference,265,NA
TAZ,732,num_hh,630,Control,630,NA
TAZ,732,hh_inc_30,101,Control,101,NA
