geography,id,name,value,source,control_size,countycomb_label
TAZ,2065,hh_inc_60_100,203,Control,203,NA
TAZ,2065,hh_inc_100_plus,246,Control,246,NA
TAZ,2065,hh_child,580,Control,580,NA
TAZ,2065,hh_no_child,348,Control,348,NA
TAZ,2065,num_hh,928,Result,928,NA
TAZ,2065,hh_inc_30,188,Result,182,NA
TAZ,2065,hh_inc_30_60,253,Result,244,NA
TAZ,2065,hh_inc_60_100,209,Result,203,NA
TAZ,2065,hh_inc_100_plus,253,Result,246,NA
TAZ,2065,hh_child,564,Result,580,NA
TAZ,2065,hh_no_child,339,Result,348,NA
TAZ,2065,num_hh,0,Difference,928,NA
TAZ,2065,hh_inc_30,6,Difference,182,NA
TAZ,2065,hh_inc_30_60,9,Difference,244,NA
TAZ,2065,hh_inc_60_100,6,Difference,203,NA
TAZ,2065,hh_inc_100_plus,7,Difference,246,NA
TAZ,2065,hh_child,-16,Difference,580,NA
TAZ,2065,hh_no_child,-9,Difference,348,NA
TAZ,2066,num_hh,439,Control,439,NA
TAZ,2066,hh_inc_30,76,Control,76,NA
TAZ,2066,hh_inc_30_60,121,Control,121,NA
TAZ,2066,hh_inc_60_100,98,Control,98,NA
TAZ,2066,hh_inc_100_plus,72,Control,72,NA
TAZ,2066,hh_child,327,Control,327,NA
TAZ,2066,hh_no_child,112,Control,112,NA
TAZ,2066,num_hh,439,Result,439,NA
TAZ,2066,hh_inc_30,83,Result,76,NA
TAZ,2066,hh_inc_30_60,134,Result,121,NA
TAZ,2066,hh_inc_60_100,108,Result,98,NA
TAZ,2066,hh_inc_100_plus,79,Result,72,NA
TAZ,2066,hh_child,301,Result,327,NA
TAZ,2066,hh_no_child,103,Result,112,NA
TAZ,2066,num_hh,0,Difference,439,NA
TAZ,2066,hh_inc_30,7,Difference,76,NA
TAZ,2066,hh_inc_30_60,13,Difference,121,NA
TAZ,2066,hh_inc_60_100,10,Difference,98,NA
TAZ,2066,hh_inc_100_plus,7,Difference,72,NA
TAZ,2066,hh_child,-26,Difference,327,NA
TAZ,2066,hh_no_child,-9,Difference,112,NA
TAZ,2067,num_hh,548,Control,548,NA
TAZ,2067,hh_inc_30,96,Control,96,NA
TAZ,2067,hh_inc_30_60,79,Control,79,NA
TAZ,2067,hh_inc_60_100,140,Control,140,NA
TAZ,2067,hh_inc_100_plus,157,Control,157,NA
TAZ,2067,hh_child,337,Control,337,NA
TAZ,2067,hh_no_child,211,Control,211,NA
TAZ,2067,num_hh,548,Result,548,NA
TAZ,2067,hh_inc_30,104,Result,96,NA
TAZ,2067,hh_inc_30_60,85,Result,79,NA
TAZ,2067,hh_inc_60_100,151,Result,140,NA
TAZ,2067,hh_inc_100_plus,171,Result,157,NA
TAZ,2067,hh_child,314,Result,337,NA
TAZ,2067,hh_no_child,197,Result,211,NA
TAZ,2067,num_hh,0,Difference,548,NA
TAZ,2067,hh_inc_30,8,Difference,96,NA
TAZ,2067,hh_inc_30_60,6,Difference,79,NA
TAZ,2067,hh_inc_60_100,11,Difference,140,NA
TAZ,2067,hh_inc_100_plus,14,Difference,157,NA
TAZ,2067,hh_child,-23,Difference,337,NA
TAZ,2067,hh_no_child,-14,Difference,211,NA
TAZ,2068,num_hh,781,Control,781,NA
TAZ,2068,hh_inc_30,195,Control,195,NA
TAZ,2068,hh_inc_30_60,201,Control,201,NA
TAZ,2068,hh_inc_60_100,127,Control,127,NA
TAZ,2068,hh_inc_100_plus,128,Control,128,NA
TAZ,2068,hh_child,431,Control,431,NA
TAZ,2068,hh_no_child,350,Control,350,NA
TAZ,2068,num_hh,781,Result,781,NA
TAZ,2068,hh_inc_30,215,Result,195,NA
TAZ,2068,hh_inc_30_60,221,Result,201,NA
TAZ,2068,hh_inc_60_100,140,Result,127,NA
TAZ,2068,hh_inc_100_plus,142,Result,128,NA
TAZ,2068,hh_child,397,Result,431,NA
TAZ,2068,hh_no_child,321,Result,350,NA
TAZ,2068,num_hh,0,Difference,781,NA
TAZ,2068,hh_inc_30,20,Difference,195,NA
TAZ,2068,hh_inc_30_60,20,Difference,201,NA
TAZ,2068,hh_inc_60_100,13,Difference,127,NA
TAZ,2068,hh_inc_100_plus,14,Difference,128,NA
TAZ,2068,hh_child,-34,Difference,431,NA
TAZ,2068,hh_no_child,-29,Difference,350,NA
TAZ,2069,num_hh,282,Control,282,NA
TAZ,2069,hh_inc_30,59,Control,59,NA
TAZ,2069,hh_inc_30_60,35,Control,35,NA
TAZ,2069,hh_inc_60_100,102,Control,102,NA
TAZ,2069,hh_inc_100_plus,59,Control,59,NA
TAZ,2069,hh_child,207,Control,207,NA
TAZ,2069,hh_no_child,75,Control,75,NA
TAZ,2069,num_hh,282,Result,282,NA
TAZ,2069,hh_inc_30,62,Result,59,NA
TAZ,2069,hh_inc_30_60,37,Result,35,NA
TAZ,2069,hh_inc_60_100,107,Result,102,NA
TAZ,2069,hh_inc_100_plus,63,Result,59,NA
TAZ,2069,hh_child,197,Result,207,NA
TAZ,2069,hh_no_child,72,Result,75,NA
TAZ,2069,num_hh,0,Difference,282,NA
TAZ,2069,hh_inc_30,3,Difference,59,NA
TAZ,2069,hh_inc_30_60,2,Difference,35,NA
TAZ,2069,hh_inc_60_100,5,Difference,102,NA
TAZ,2069,hh_inc_100_plus,4,Difference,59,NA
TAZ,2069,hh_child,-10,Difference,207,NA
TAZ,2069,hh_no_child,-3,Difference,75,NA
TAZ,2070,num_hh,174,Control,174,NA
TAZ,2070,hh_inc_30,41,Control,41,NA
TAZ,2070,hh_inc_30_60,27,Control,27,NA
TAZ,2070,hh_inc_60_100,23,Control,23,NA
TAZ,2070,hh_inc_100_plus,37,Control,37,NA
TAZ,2070,hh_child,110,Control,110,NA
TAZ,2070,hh_no_child,64,Control,64,NA
TAZ,2070,num_hh,174,Result,174,NA
TAZ,2070,hh_inc_30,48,Result,41,NA
TAZ,2070,hh_inc_30_60,32,Result,27,NA
TAZ,2070,hh_inc_60_100,27,Result,23,NA
TAZ,2070,hh_inc_100_plus,43,Result,37,NA
TAZ,2070,hh_child,95,Result,110,NA
TAZ,2070,hh_no_child,55,Result,64,NA
TAZ,2070,num_hh,0,Difference,174,NA
TAZ,2070,hh_inc_30,7,Difference,41,NA
TAZ,2070,hh_inc_30_60,5,Difference,27,NA
TAZ,2070,hh_inc_60_100,4,Difference,23,NA
TAZ,2070,hh_inc_100_plus,6,Difference,37,NA
TAZ,2070,hh_child,-15,Difference,110,NA
TAZ,2070,hh_no_child,-9,Difference,64,NA
TAZ,2071,num_hh,60,Control,60,NA
TAZ,2071,hh_inc_30,10,Control,10,NA
TAZ,2071,hh_inc_30_60,8,Control,8,NA
TAZ,2071,hh_inc_60_100,8,Control,8,NA
TAZ,2071,hh_inc_100_plus,29,Control,29,NA
TAZ,2071,hh_child,40,Control,40,NA
TAZ,2071,hh_no_child,20,Control,20,NA
TAZ,2071,num_hh,60,Result,60,NA
TAZ,2071,hh_inc_30,11,Result,10,NA
TAZ,2071,hh_inc_30_60,8,Result,8,NA
TAZ,2071,hh_inc_60_100,8,Result,8,NA
TAZ,2071,hh_inc_100_plus,31,Result,29,NA
TAZ,2071,hh_child,39,Result,40,NA
TAZ,2071,hh_no_child,19,Result,20,NA
TAZ,2071,num_hh,0,Difference,60,NA
TAZ,2071,hh_inc_30,1,Difference,10,NA
TAZ,2071,hh_inc_30_60,0,Difference,8,NA
TAZ,2071,hh_inc_60_100,0,Difference,8,NA
TAZ,2071,hh_inc_100_plus,2,Difference,29,NA
TAZ,2071,hh_child,-1,Difference,40,NA
TAZ,2071,hh_no_child,-1,Difference,20,NA
TAZ,2073,num_hh,5,Control,5,NA
TAZ,2073,hh_inc_30,0,Control,0,NA
TAZ,2073,hh_inc_30_60,0,Control,0,NA
TAZ,2073,hh_inc_60_100,1,Control,1,NA
TAZ,2073,hh_inc_100_plus,2,Control,2,NA
TAZ,2073,hh_child,4,Control,4,NA
TAZ,2073,hh_no_child,1,Control,1,NA
TAZ,2073,num_hh,5,Result,5,NA
TAZ,2073,hh_inc_30,0,Result,0,NA
TAZ,2073,hh_inc_30_60,0,Result,0,NA
TAZ,2073,hh_inc_60_100,1,Result,1,NA
TAZ,2073,hh_inc_100_plus,3,Result,2,NA
TAZ,2073,hh_child,3,Result,4,NA
TAZ,2073,hh_no_child,1,Result,1,NA
TAZ,2073,num_hh,0,Difference,5,NA
TAZ,2073,hh_inc_30,0,Difference,0,NA
TAZ,2073,hh_inc_30_60,0,Difference,0,NA
TAZ,2073,hh_inc_60_100,0,Difference,1,NA
TAZ,2073,hh_inc_100_plus,1,Difference,2,NA
TAZ,2073,hh_child,-1,Difference,4,NA
TAZ,2073,hh_no_child,0,Difference,1,NA
TAZ,2074,num_hh,569,Control,569,NA
TAZ,2074,hh_inc_30,154,Control,154,NA
TAZ,2074,hh_inc_30_60,145,Control,145,NA
TAZ,2074,hh_inc_60_100,89,Control,89,NA
TAZ,2074,hh_inc_100_plus,91,Control,91,NA
TAZ,2074,hh_child,245,Control,245,NA
TAZ,2074,hh_no_child,324,Control,324,NA
TAZ,2074,num_hh,569,Result,569,NA
TAZ,2074,hh_inc_30,169,Result,154,NA
TAZ,2074,hh_inc_30_60,159,Result,145,NA
TAZ,2074,hh_inc_60_100,97,Result,89,NA
TAZ,2074,hh_inc_100_plus,100,Result,91,NA
TAZ,2074,hh_child,226,Result,245,NA
TAZ,2074,hh_no_child,299,Result,324,NA
TAZ,2074,num_hh,0,Difference,569,NA
TAZ,2074,hh_inc_30,15,Difference,154,NA
TAZ,2074,hh_inc_30_60,14,Difference,145,NA
TAZ,2074,hh_inc_60_100,8,Difference,89,NA
TAZ,2074,hh_inc_100_plus,9,Difference,91,NA
TAZ,2074,hh_child,-19,Difference,245,NA
TAZ,2074,hh_no_child,-25,Difference,324,NA
TAZ,2075,num_hh,260,Control,260,NA
TAZ,2075,hh_inc_30,65,Control,65,NA
TAZ,2075,hh_inc_30_60,63,Control,63,NA
TAZ,2075,hh_inc_60_100,22,Control,22,NA
TAZ,2075,hh_inc_100_plus,65,Control,65,NA
TAZ,2075,hh_child,260,Control,260,NA
TAZ,2075,hh_no_child,0,Control,0,NA
TAZ,2075,num_hh,260,Result,260,NA
TAZ,2075,hh_inc_30,72,Result,65,NA
TAZ,2075,hh_inc_30_60,70,Result,63,NA
TAZ,2075,hh_inc_60_100,24,Result,22,NA
TAZ,2075,hh_inc_100_plus,72,Result,65,NA
TAZ,2075,hh_child,238,Result,260,NA
TAZ,2075,hh_no_child,0,Result,0,NA
TAZ,2075,num_hh,0,Difference,260,NA
TAZ,2075,hh_inc_30,7,Difference,65,NA
TAZ,2075,hh_inc_30_60,7,Difference,63,NA
TAZ,2075,hh_inc_60_100,2,Difference,22,NA
TAZ,2075,hh_inc_100_plus,7,Difference,65,NA
TAZ,2075,hh_child,-22,Difference,260,NA
TAZ,2075,hh_no_child,0,Difference,0,NA
TAZ,2076,num_hh,79,Control,79,NA
TAZ,2076,hh_inc_30,12,Control,12,NA
TAZ,2076,hh_inc_30_60,11,Control,11,NA
TAZ,2076,hh_inc_60_100,16,Control,16,NA
TAZ,2076,hh_inc_100_plus,30,Control,30,NA
TAZ,2076,hh_child,64,Control,64,NA
TAZ,2076,hh_no_child,15,Control,15,NA
TAZ,2076,num_hh,79,Result,79,NA
TAZ,2076,hh_inc_30,13,Result,12,NA
TAZ,2076,hh_inc_30_60,12,Result,11,NA
TAZ,2076,hh_inc_60_100,17,Result,16,NA
TAZ,2076,hh_inc_100_plus,32,Result,30,NA
TAZ,2076,hh_child,60,Result,64,NA
TAZ,2076,hh_no_child,14,Result,15,NA
TAZ,2076,num_hh,0,Difference,79,NA
TAZ,2076,hh_inc_30,1,Difference,12,NA
TAZ,2076,hh_inc_30_60,1,Difference,11,NA
TAZ,2076,hh_inc_60_100,1,Difference,16,NA
TAZ,2076,hh_inc_100_plus,2,Difference,30,NA
TAZ,2076,hh_child,-4,Difference,64,NA
TAZ,2076,hh_no_child,-1,Difference,15,NA
TAZ,2077,num_hh,196,Control,196,NA
TAZ,2077,hh_inc_30,29,Control,29,NA
TAZ,2077,hh_inc_30_60,29,Control,29,NA
TAZ,2077,hh_inc_60_100,39,Control,39,NA
TAZ,2077,hh_inc_100_plus,74,Control,74,NA
TAZ,2077,hh_child,159,Control,159,NA
TAZ,2077,hh_no_child,37,Control,37,NA
TAZ,2077,num_hh,196,Result,196,NA
TAZ,2077,hh_inc_30,31,Result,29,NA
TAZ,2077,hh_inc_30_60,31,Result,29,NA
TAZ,2077,hh_inc_60_100,42,Result,39,NA
TAZ,2077,hh_inc_100_plus,80,Result,74,NA
TAZ,2077,hh_child,149,Result,159,NA
TAZ,2077,hh_no_child,35,Result,37,NA
TAZ,2077,num_hh,0,Difference,196,NA
TAZ,2077,hh_inc_30,2,Difference,29,NA
TAZ,2077,hh_inc_30_60,2,Difference,29,NA
TAZ,2077,hh_inc_60_100,3,Difference,39,NA
TAZ,2077,hh_inc_100_plus,6,Difference,74,NA
TAZ,2077,hh_child,-10,Difference,159,NA
TAZ,2077,hh_no_child,-2,Difference,37,NA
TAZ,2078,num_hh,199,Control,199,NA
TAZ,2078,hh_inc_30,49,Control,49,NA
TAZ,2078,hh_inc_30_60,32,Control,32,NA
TAZ,2078,hh_inc_60_100,37,Control,37,NA
TAZ,2078,hh_inc_100_plus,67,Control,67,NA
TAZ,2078,hh_child,123,Control,123,NA
TAZ,2078,hh_no_child,76,Control,76,NA
TAZ,2078,num_hh,199,Result,199,NA
TAZ,2078,hh_inc_30,51,Result,49,NA
TAZ,2078,hh_inc_30_60,33,Result,32,NA
TAZ,2078,hh_inc_60_100,38,Result,37,NA
TAZ,2078,hh_inc_100_plus,71,Result,67,NA
TAZ,2078,hh_child,119,Result,123,NA
TAZ,2078,hh_no_child,74,Result,76,NA
TAZ,2078,num_hh,0,Difference,199,NA
TAZ,2078,hh_inc_30,2,Difference,49,NA
TAZ,2078,hh_inc_30_60,1,Difference,32,NA
TAZ,2078,hh_inc_60_100,1,Difference,37,NA
TAZ,2078,hh_inc_100_plus,4,Difference,67,NA
TAZ,2078,hh_child,-4,Difference,123,NA
TAZ,2078,hh_no_child,-2,Difference,76,NA
TAZ,2080,num_hh,400,Control,400,NA
TAZ,2080,hh_inc_30,41,Control,41,NA
TAZ,2080,hh_inc_30_60,163,Control,163,NA
TAZ,2080,hh_inc_60_100,76,Control,76,NA
TAZ,2080,hh_inc_100_plus,49,Control,49,NA
TAZ,2080,hh_child,184,Control,184,NA
TAZ,2080,hh_no_child,216,Control,216,NA
TAZ,2080,num_hh,400,Result,400,NA
TAZ,2080,hh_inc_30,44,Result,41,NA
TAZ,2080,hh_inc_30_60,181,Result,163,NA
TAZ,2080,hh_inc_60_100,85,Result,76,NA
TAZ,2080,hh_inc_100_plus,55,Result,49,NA
TAZ,2080,hh_child,168,Result,184,NA
TAZ,2080,hh_no_child,197,Result,216,NA
TAZ,2080,num_hh,0,Difference,400,NA
TAZ,2080,hh_inc_30,3,Difference,41,NA
TAZ,2080,hh_inc_30_60,18,Difference,163,NA
TAZ,2080,hh_inc_60_100,9,Difference,76,NA
TAZ,2080,hh_inc_100_plus,6,Difference,49,NA
TAZ,2080,hh_child,-16,Difference,184,NA
TAZ,2080,hh_no_child,-19,Difference,216,NA
TAZ,2081,num_hh,472,Control,472,NA
TAZ,2081,hh_inc_30,44,Control,44,NA
TAZ,2081,hh_inc_30_60,56,Control,56,NA
TAZ,2081,hh_inc_60_100,83,Control,83,NA
TAZ,2081,hh_inc_100_plus,240,Control,240,NA
TAZ,2081,hh_child,427,Control,427,NA
TAZ,2081,hh_no_child,45,Control,45,NA
TAZ,2081,num_hh,472,Result,472,NA
TAZ,2081,hh_inc_30,46,Result,44,NA
TAZ,2081,hh_inc_30_60,59,Result,56,NA
TAZ,2081,hh_inc_60_100,88,Result,83,NA
TAZ,2081,hh_inc_100_plus,258,Result,240,NA
TAZ,2081,hh_child,409,Result,427,NA
TAZ,2081,hh_no_child,42,Result,45,NA
TAZ,2081,num_hh,0,Difference,472,NA
TAZ,2081,hh_inc_30,2,Difference,44,NA
TAZ,2081,hh_inc_30_60,3,Difference,56,NA
TAZ,2081,hh_inc_60_100,5,Difference,83,NA
TAZ,2081,hh_inc_100_plus,18,Difference,240,NA
TAZ,2081,hh_child,-18,Difference,427,NA
TAZ,2081,hh_no_child,-3,Difference,45,NA
TAZ,2082,num_hh,2390,Control,2390,NA
TAZ,2082,hh_inc_30,127,Control,127,NA
TAZ,2082,hh_inc_30_60,109,Control,109,NA
TAZ,2082,hh_inc_60_100,238,Control,238,NA
TAZ,2082,hh_inc_100_plus,1756,Control,1756,NA
TAZ,2082,hh_child,1714,Control,1714,NA
TAZ,2082,hh_no_child,676,Control,676,NA
TAZ,2082,num_hh,2390,Result,2390,NA
TAZ,2082,hh_inc_30,131,Result,127,NA
TAZ,2082,hh_inc_30_60,113,Result,109,NA
TAZ,2082,hh_inc_60_100,247,Result,238,NA
TAZ,2082,hh_inc_100_plus,1836,Result,1756,NA
TAZ,2082,hh_child,1679,Result,1714,NA
TAZ,2082,hh_no_child,648,Result,676,NA
TAZ,2082,num_hh,0,Difference,2390,NA
TAZ,2082,hh_inc_30,4,Difference,127,NA
TAZ,2082,hh_inc_30_60,4,Difference,109,NA
TAZ,2082,hh_inc_60_100,9,Difference,238,NA
TAZ,2082,hh_inc_100_plus,80,Difference,1756,NA
TAZ,2082,hh_child,-35,Difference,1714,NA
TAZ,2082,hh_no_child,-28,Difference,676,NA
TAZ,2083,num_hh,802,Control,802,NA
TAZ,2083,hh_inc_30,34,Control,34,NA
TAZ,2083,hh_inc_30_60,44,Control,44,NA
TAZ,2083,hh_inc_60_100,42,Control,42,NA
TAZ,2083,hh_inc_100_plus,625,Control,625,NA
TAZ,2083,hh_child,587,Control,587,NA
TAZ,2083,hh_no_child,215,Control,215,NA
TAZ,2083,num_hh,802,Result,802,NA
TAZ,2083,hh_inc_30,35,Result,34,NA
TAZ,2083,hh_inc_30_60,46,Result,44,NA
TAZ,2083,hh_inc_60_100,44,Result,42,NA
TAZ,2083,hh_inc_100_plus,655,Result,625,NA
TAZ,2083,hh_child,574,Result,587,NA
TAZ,2083,hh_no_child,206,Result,215,NA
TAZ,2083,num_hh,0,Difference,802,NA
TAZ,2083,hh_inc_30,1,Difference,34,NA
TAZ,2083,hh_inc_30_60,2,Difference,44,NA
TAZ,2083,hh_inc_60_100,2,Difference,42,NA
TAZ,2083,hh_inc_100_plus,30,Difference,625,NA
TAZ,2083,hh_child,-13,Difference,587,NA
TAZ,2083,hh_no_child,-9,Difference,215,NA
TAZ,2087,num_hh,46,Control,46,NA
TAZ,2087,hh_inc_30,0,Control,0,NA
TAZ,2087,hh_inc_30_60,0,Control,0,NA
TAZ,2087,hh_inc_60_100,0,Control,0,NA
TAZ,2087,hh_inc_100_plus,0,Control,0,NA
TAZ,2087,hh_child,46,Control,46,NA
TAZ,2087,hh_no_child,0,Control,0,NA
TAZ,2087,num_hh,46,Result,46,NA
TAZ,2087,hh_inc_30,0,Result,0,NA
TAZ,2087,hh_inc_30_60,0,Result,0,NA
TAZ,2087,hh_inc_60_100,0,Result,0,NA
TAZ,2087,hh_inc_100_plus,0,Result,0,NA
TAZ,2087,hh_child,0,Result,46,NA
TAZ,2087,hh_no_child,0,Result,0,NA
TAZ,2087,num_hh,0,Difference,46,NA
TAZ,2087,hh_inc_30,0,Difference,0,NA
TAZ,2087,hh_inc_30_60,0,Difference,0,NA
TAZ,2087,hh_inc_60_100,0,Difference,0,NA
TAZ,2087,hh_inc_100_plus,0,Difference,0,NA
TAZ,2087,hh_child,-46,Difference,46,NA
TAZ,2087,hh_no_child,0,Difference,0,NA
TAZ,2088,num_hh,295,Control,295,NA
TAZ,2088,hh_inc_30,19,Control,19,NA
TAZ,2088,hh_inc_30_60,73,Control,73,NA
TAZ,2088,hh_inc_60_100,34,Control,34,NA
TAZ,2088,hh_inc_100_plus,106,Control,106,NA
TAZ,2088,hh_child,239,Control,239,NA
TAZ,2088,hh_no_child,56,Control,56,NA
TAZ,2088,num_hh,295,Result,295,NA
TAZ,2088,hh_inc_30,20,Result,19,NA
TAZ,2088,hh_inc_30_60,83,Result,73,NA
TAZ,2088,hh_inc_60_100,39,Result,34,NA
TAZ,2088,hh_inc_100_plus,122,Result,106,NA
TAZ,2088,hh_child,215,Result,239,NA
TAZ,2088,hh_no_child,49,Result,56,NA
TAZ,2088,num_hh,0,Difference,295,NA
TAZ,2088,hh_inc_30,1,Difference,19,NA
TAZ,2088,hh_inc_30_60,10,Difference,73,NA
TAZ,2088,hh_inc_60_100,5,Difference,34,NA
TAZ,2088,hh_inc_100_plus,16,Difference,106,NA
TAZ,2088,hh_child,-24,Difference,239,NA
TAZ,2088,hh_no_child,-7,Difference,56,NA
TAZ,2090,num_hh,1371,Control,1371,NA
TAZ,2090,hh_inc_30,123,Control,123,NA
TAZ,2090,hh_inc_30_60,113,Control,113,NA
TAZ,2090,hh_inc_60_100,240,Control,240,NA
TAZ,2090,hh_inc_100_plus,744,Control,744,NA
TAZ,2090,hh_child,1016,Control,1016,NA
TAZ,2090,hh_no_child,355,Control,355,NA
TAZ,2090,num_hh,1371,Result,1371,NA
TAZ,2090,hh_inc_30,130,Result,123,NA
TAZ,2090,hh_inc_30_60,120,Result,113,NA
TAZ,2090,hh_inc_60_100,255,Result,240,NA
TAZ,2090,hh_inc_100_plus,801,Result,744,NA
TAZ,2090,hh_child,973,Result,1016,NA
TAZ,2090,hh_no_child,333,Result,355,NA
TAZ,2090,num_hh,0,Difference,1371,NA
TAZ,2090,hh_inc_30,7,Difference,123,NA
TAZ,2090,hh_inc_30_60,7,Difference,113,NA
TAZ,2090,hh_inc_60_100,15,Difference,240,NA
TAZ,2090,hh_inc_100_plus,57,Difference,744,NA
TAZ,2090,hh_child,-43,Difference,1016,NA
TAZ,2090,hh_no_child,-22,Difference,355,NA
TAZ,2094,num_hh,1285,Control,1285,NA
TAZ,2094,hh_inc_30,61,Control,61,NA
TAZ,2094,hh_inc_30_60,45,Control,45,NA
TAZ,2094,hh_inc_60_100,61,Control,61,NA
TAZ,2094,hh_inc_100_plus,981,Control,981,NA
TAZ,2094,hh_child,748,Control,748,NA
TAZ,2094,hh_no_child,537,Control,537,NA
TAZ,2094,num_hh,1285,Result,1285,NA
TAZ,2094,hh_inc_30,64,Result,61,NA
TAZ,2094,hh_inc_30_60,48,Result,45,NA
TAZ,2094,hh_inc_60_100,65,Result,61,NA
TAZ,2094,hh_inc_100_plus,1048,Result,981,NA
TAZ,2094,hh_child,720,Result,748,NA
TAZ,2094,hh_no_child,505,Result,537,NA
TAZ,2094,num_hh,0,Difference,1285,NA
TAZ,2094,hh_inc_30,3,Difference,61,NA
TAZ,2094,hh_inc_30_60,3,Difference,45,NA
TAZ,2094,hh_inc_60_100,4,Difference,61,NA
TAZ,2094,hh_inc_100_plus,67,Difference,981,NA
TAZ,2094,hh_child,-28,Difference,748,NA
TAZ,2094,hh_no_child,-32,Difference,537,NA
TAZ,2096,num_hh,707,Control,707,NA
TAZ,2096,hh_inc_30,40,Control,40,NA
TAZ,2096,hh_inc_30_60,15,Control,15,NA
TAZ,2096,hh_inc_60_100,53,Control,53,NA
TAZ,2096,hh_inc_100_plus,550,Control,550,NA
TAZ,2096,hh_child,459,Control,459,NA
TAZ,2096,hh_no_child,248,Control,248,NA
TAZ,2096,num_hh,707,Result,707,NA
TAZ,2096,hh_inc_30,41,Result,40,NA
TAZ,2096,hh_inc_30_60,16,Result,15,NA
TAZ,2096,hh_inc_60_100,55,Result,53,NA
TAZ,2096,hh_inc_100_plus,576,Result,550,NA
TAZ,2096,hh_child,450,Result,459,NA
TAZ,2096,hh_no_child,238,Result,248,NA
TAZ,2096,num_hh,0,Difference,707,NA
TAZ,2096,hh_inc_30,1,Difference,40,NA
TAZ,2096,hh_inc_30_60,1,Difference,15,NA
TAZ,2096,hh_inc_60_100,2,Difference,53,NA
TAZ,2096,hh_inc_100_plus,26,Difference,550,NA
TAZ,2096,hh_child,-9,Difference,459,NA
TAZ,2096,hh_no_child,-10,Difference,248,NA
TAZ,2097,num_hh,2454,Control,2454,NA
TAZ,2097,hh_inc_30,25,Control,25,NA
TAZ,2097,hh_inc_30_60,200,Control,200,NA
TAZ,2097,hh_inc_60_100,281,Control,281,NA
TAZ,2097,hh_inc_100_plus,1703,Control,1703,NA
TAZ,2097,hh_child,1683,Control,1683,NA
TAZ,2097,hh_no_child,771,Control,771,NA
TAZ,2097,num_hh,2454,Result,2454,NA
TAZ,2097,hh_inc_30,26,Result,25,NA
TAZ,2097,hh_inc_30_60,211,Result,200,NA
TAZ,2097,hh_inc_60_100,297,Result,281,NA
TAZ,2097,hh_inc_100_plus,1816,Result,1703,NA
TAZ,2097,hh_child,1622,Result,1683,NA
TAZ,2097,hh_no_child,728,Result,771,NA
TAZ,2097,num_hh,0,Difference,2454,NA
TAZ,2097,hh_inc_30,1,Difference,25,NA
TAZ,2097,hh_inc_30_60,11,Difference,200,NA
TAZ,2097,hh_inc_60_100,16,Difference,281,NA
TAZ,2097,hh_inc_100_plus,113,Difference,1703,NA
TAZ,2097,hh_child,-61,Difference,1683,NA
TAZ,2097,hh_no_child,-43,Difference,771,NA
TAZ,2098,num_hh,1869,Control,1869,NA
TAZ,2098,hh_inc_30,65,Control,65,NA
TAZ,2098,hh_inc_30_60,139,Control,139,NA
TAZ,2098,hh_inc_60_100,95,Control,95,NA
TAZ,2098,hh_inc_100_plus,1447,Control,1447,NA
TAZ,2098,hh_child,1403,Control,1403,NA
TAZ,2098,hh_no_child,466,Control,466,NA
TAZ,2098,num_hh,1869,Result,1869,NA
TAZ,2098,hh_inc_30,66,Result,65,NA
TAZ,2098,hh_inc_30_60,144,Result,139,NA
TAZ,2098,hh_inc_60_100,99,Result,95,NA
TAZ,2098,hh_inc_100_plus,1512,Result,1447,NA
TAZ,2098,hh_child,1374,Result,1403,NA
TAZ,2098,hh_no_child,447,Result,466,NA
TAZ,2098,num_hh,0,Difference,1869,NA
TAZ,2098,hh_inc_30,1,Difference,65,NA
TAZ,2098,hh_inc_30_60,5,Difference,139,NA
TAZ,2098,hh_inc_60_100,4,Difference,95,NA
TAZ,2098,hh_inc_100_plus,65,Difference,1447,NA
TAZ,2098,hh_child,-29,Difference,1403,NA
TAZ,2098,hh_no_child,-19,Difference,466,NA
TAZ,2102,num_hh,476,Control,476,NA
TAZ,2102,hh_inc_30,190,Control,190,NA
TAZ,2102,hh_inc_30_60,74,Control,74,NA
TAZ,2102,hh_inc_60_100,54,Control,54,NA
TAZ,2102,hh_inc_100_plus,90,Control,90,NA
TAZ,2102,hh_child,307,Control,307,NA
TAZ,2102,hh_no_child,169,Control,169,NA
TAZ,2102,num_hh,476,Result,476,NA
TAZ,2102,hh_inc_30,207,Result,190,NA
TAZ,2102,hh_inc_30_60,81,Result,74,NA
TAZ,2102,hh_inc_60_100,59,Result,54,NA
TAZ,2102,hh_inc_100_plus,97,Result,90,NA
TAZ,2102,hh_child,286,Result,307,NA
TAZ,2102,hh_no_child,158,Result,169,NA
TAZ,2102,num_hh,0,Difference,476,NA
TAZ,2102,hh_inc_30,17,Difference,190,NA
TAZ,2102,hh_inc_30_60,7,Difference,74,NA
TAZ,2102,hh_inc_60_100,5,Difference,54,NA
TAZ,2102,hh_inc_100_plus,7,Difference,90,NA
TAZ,2102,hh_child,-21,Difference,307,NA
TAZ,2102,hh_no_child,-11,Difference,169,NA
TAZ,2103,num_hh,1018,Control,1018,NA
TAZ,2103,hh_inc_30,62,Control,62,NA
TAZ,2103,hh_inc_30_60,74,Control,74,NA
TAZ,2103,hh_inc_60_100,84,Control,84,NA
