TAZ,HHLESSGQ,HHCHILDNO,HHCHILDYES,HHINC1,HHINC2,HHINC3,HHINC4,HHINC5,HHINC6,HHGQYES,HHGQNO,HHBASE
979,935,668,267,87,101,96,93,188,370,83,2490,1018
980,851,729,122,97,133,97,77,159,288,0,1850,851
981,677,580,97,77,106,77,61,127,229,0,1472,677
982,523,362,161,42,88,62,44,108,179,0,1393,523
983,348,241,107,28,58,41,29,72,120,0,925,348
984,3946,3184,762,412,689,418,369,777,1281,0,8670,3946
985,910,631,279,73,152,107,76,187,315,0,2423,910
986,4249,3428,821,444,742,450,397,837,1379,0,9335,4249
987,1847,1338,509,143,262,176,234,342,690,0,5035,1847
988,3053,2463,590,319,533,324,285,601,991,0,6707,3053
989,2031,1639,392,212,355,215,190,400,659,3,4461,2034
990,363,252,111,29,61,43,30,75,125,21,967,384
991,0,0,0,0,0,0,0,0,0,0,0,0
992,846,510,336,67,115,82,70,171,341,4,2439,850
993,1237,917,320,118,191,140,93,258,437,0,3019,1237
994,474,300,174,42,51,51,42,99,189,0,1358,474
995,552,349,203,49,59,60,49,116,219,0,1579,552
996,287,182,105,26,31,31,25,60,114,0,820,287
997,274,173,101,25,29,30,24,57,109,0,785,274
998,1604,1448,156,168,235,175,138,319,569,95,3153,1699
999,824,589,235,77,89,85,82,166,325,0,2194,824
1000,0,0,0,0,0,0,0,0,0,0,0,0
1001,2756,2044,712,264,425,311,208,574,974,0,6725,2756
1002,456,287,169,32,67,51,31,88,187,0,1344,456
1003,452,274,178,35,54,49,38,89,187,0,1399,452
1004,423,256,167,33,50,45,36,83,176,18,1311,441
1005,1647,1062,585,123,267,170,172,303,612,0,4814,1647
1006,889,581,308,80,111,99,82,183,334,0,2499,889
1007,1121,733,388,100,139,124,103,230,425,94,3151,1215
1008,640,447,193,58,84,66,56,121,255,0,1715,640
1009,473,285,188,38,64,46,39,96,190,0,1364,473
1010,16829,11363,5466,1333,3152,1786,1863,3147,5548,34,47655,16863
1011,5086,3414,1672,1310,1062,534,553,689,938,0,9808,5086
1012,0,0,0,0,0,0,0,0,0,0,0,0
1013,5374,3512,1862,476,655,544,645,976,2078,20,15946,5394
1014,1560,996,564,128,171,140,213,254,654,0,4665,1560
1015,2093,1241,852,185,261,196,280,357,814,11,6518,2104
1016,1822,1052,770,161,240,167,228,301,725,0,5680,1822
1017,912,572,340,77,121,60,123,158,373,6,2749,918
1018,417,276,141,40,53,41,50,77,156,0,1184,417
1019,3312,2189,1123,317,423,323,400,609,1240,0,9399,3312
1020,8842,6411,2431,883,1111,912,985,1738,3213,11,23455,8853
1021,17027,13947,3080,1292,2695,1732,1721,3320,6267,3,39212,17030
1022,11148,6159,4989,2404,4102,1305,649,1371,1317,0,28447,11148
1023,10818,8665,2153,1953,2694,1278,1262,1571,2060,0,27277,10818
1024,893,385,508,76,108,59,112,144,394,32,3717,925
1025,2587,1693,894,251,300,242,268,555,971,7,7895,2594
1026,819,576,243,66,114,63,57,210,309,20,2692,839
1027,4900,3672,1228,462,649,454,430,1057,1848,0,13282,4900
1028,5362,4051,1311,571,621,458,467,1192,2053,8,14481,5370
1029,1370,764,606,112,183,117,171,251,536,0,4442,1370
1030,1585,1147,438,159,181,169,172,315,589,22,4102,1607
1031,2929,1883,1046,212,378,253,323,586,1177,0,8141,2929
1032,3250,1875,1375,262,406,323,385,606,1268,39,9450,3289
1033,2966,2022,944,281,368,286,341,533,1157,161,8506,3127
1034,1126,835,291,125,134,118,138,192,419,171,3159,1297
1035,10016,7662,2354,1057,1204,1010,1173,1906,3666,115,25253,10131
1036,1907,1391,516,187,224,195,219,378,704,0,4748,1907
1037,1543,1050,493,146,212,138,172,301,574,0,4219,1543
1038,1660,888,772,159,197,156,213,295,640,0,5702,1660
1039,7,5,2,3,2,1,0,0,1,0,19,7
1040,3001,1882,1119,272,366,285,297,655,1126,0,9126,3001
1041,16397,11502,4895,2840,3309,1987,1515,2894,3852,13,37940,16410
1042,1016,658,358,95,168,84,106,203,360,0,2538,1016
1043,12,12,0,6,4,1,0,0,1,0,0,12
1044,202,201,1,75,93,7,9,12,6,0,0,202
1045,0,0,0,0,0,0,0,0,0,0,0,0
1046,29006,26926,2080,3568,4470,2399,3220,6036,9313,25,62316,29031
1047,15802,11736,4066,3429,2765,1568,1471,2751,3818,0,39925,15802
1048,308,248,60,77,119,22,14,34,42,4,920,312
1049,1191,709,482,82,132,118,123,240,496,11,3844,1202
1050,0,0,0,0,0,0,0,0,0,0,0,0
1051,6976,5090,1886,662,1199,690,610,1335,2480,0,17308,6976
1052,14766,14550,216,5144,7516,30,1277,554,245,0,0,14766
1053,4,4,0,0,0,1,0,0,3,0,9,4
1054,5959,5803,156,2026,1613,228,597,656,839,0,0,5959
1055,1606,1073,533,188,157,156,98,419,588,0,5192,1606
1056,187,65,122,22,57,30,10,31,37,0,798,187
1057,16067,13114,2953,2196,2837,2004,1901,2736,4393,0,40281,16067
1058,3103,1671,1432,251,467,294,245,698,1148,604,12757,3707
1059,213,107,106,16,28,17,24,44,84,0,769,213
1060,2918,1755,1163,251,388,268,276,616,1119,0,8907,2918
1061,1997,1405,592,179,263,194,180,437,744,0,5834,1997
1062,1922,1383,539,169,250,146,195,433,729,17,5565,1939
1063,3698,2808,890,359,475,376,323,852,1313,27,9758,3725
1064,3070,2059,1011,278,374,282,346,591,1199,0,8631,3070
1065,2339,1569,770,211,285,215,264,450,914,0,6577,2339
1066,0,0,0,0,0,0,0,0,0,0,0,0
1067,59,44,15,13,10,6,5,10,15,0,149,59
1068,14411,10703,3708,3127,2522,1430,1342,2509,3481,0,36411,14411
1069,4228,2817,1411,387,623,418,479,820,1501,0,10507,4228
1070,13071,9708,3363,2836,2287,1297,1217,2276,3158,0,33026,13071
1071,2332,1527,805,336,504,184,209,428,671,0,6970,2332
1072,2120,1388,732,306,459,167,190,389,609,0,6338,2120
1073,3794,2842,952,392,476,398,450,715,1363,0,9509,3794
1074,712,501,211,64,94,69,64,156,265,5,2079,717
1075,1032,726,306,92,136,100,93,226,385,9,3015,1041
1076,480,338,142,43,63,47,43,105,179,0,1404,480
1077,4,3,1,1,0,0,0,1,2,0,9,4
1078,3383,2550,833,314,512,339,368,622,1228,0,7851,3383
1079,290,204,86,23,40,22,20,74,111,0,953,290
1080,707,511,196,71,81,75,77,141,262,2,1830,709
1081,3822,2757,1065,261,717,355,380,757,1352,0,9475,3822
1082,372,186,186,29,48,30,42,77,146,0,1343,372
1083,203,102,101,16,26,16,23,42,80,0,734,203
1084,1629,1246,383,172,196,164,191,310,596,0,4107,1629
1085,525,293,232,43,70,45,66,96,205,43,1701,568
1086,555,310,245,46,74,48,69,102,216,0,1800,555
1087,812,506,306,73,107,64,94,167,307,0,2362,812
1088,2811,1912,899,266,386,251,314,548,1046,0,7686,2811
1089,1327,903,424,126,182,119,148,259,493,0,3628,1327
1090,641,399,242,57,85,51,75,132,241,13,1866,654
1091,1546,1052,494,147,212,138,173,301,575,0,4225,1546
1092,695,556,139,76,85,69,77,137,251,0,1641,695
1093,3426,2301,1125,340,431,306,326,769,1254,0,10361,3426
1094,2033,1331,702,293,440,160,182,373,585,0,6075,2033
1095,5999,4964,1035,626,803,423,700,1267,2180,13,15577,6012
1096,3251,2212,1039,308,447,291,363,634,1208,0,8889,3251
1097,1585,1268,317,172,193,158,175,312,575,4,3742,1589
1098,6402,5123,1279,696,778,638,706,1259,2325,0,15113,6402
1099,725,504,221,64,94,78,92,132,265,126,2060,851
1100,639,444,195,56,83,69,81,116,234,0,1817,639
1101,1297,901,396,114,168,140,164,235,476,0,3685,1297
1102,990,722,268,97,116,101,114,196,366,0,2464,990
1103,578,388,190,52,70,53,65,111,227,0,1624,578
1104,1115,813,302,109,131,114,128,221,412,0,2776,1115
1105,1821,1142,679,165,222,173,180,397,684,15,5538,1836
1106,1099,712,387,102,182,91,115,219,390,0,2746,1099
1107,548,355,193,51,91,45,57,109,195,0,1368,548
1108,330,239,91,33,41,34,37,65,120,0,876,330
1109,2687,1776,911,257,343,262,325,494,1006,7,7626,2694
1110,6108,2050,4058,545,749,578,661,1249,2326,10,23470,6118
1111,3260,2278,982,290,436,331,365,607,1231,111,8123,3371
1112,1283,942,341,124,170,133,83,283,490,0,3025,1283
1113,15554,12532,3022,3889,6021,1115,717,1694,2118,0,46460,15554
1114,1470,736,734,113,190,118,165,305,579,8,5308,1478
1115,831,557,274,75,101,76,94,160,325,0,2335,831
1116,0,0,0,0,0,0,0,0,0,0,0,0
1117,1522,1140,382,157,191,160,181,287,546,10,3815,1532
1118,2677,2005,672,277,336,281,318,505,960,0,6709,2677
1119,2428,1499,929,228,301,200,295,466,938,11,7010,2439
1120,1173,549,624,88,125,99,134,254,473,0,3966,1173
1121,1084,568,516,74,124,79,132,203,472,0,3602,1084
1122,1416,738,678,123,165,131,170,287,540,7,4784,1423
1123,8596,4962,3634,767,1180,621,1050,1717,3261,20,27336,8616
1124,1942,1467,475,218,246,192,198,380,708,0,4743,1942
1125,3421,2221,1200,337,404,321,332,684,1343,0,9496,3421
1126,3800,2010,1790,380,461,365,410,715,1469,13,11845,3813
1127,3127,2090,1037,299,411,290,343,587,1197,245,8473,3372
1128,14562,10988,3574,1576,1734,1555,1477,2778,5442,4,31998,14566
1129,5479,3870,1609,587,580,509,577,1122,2104,0,13586,5479
1130,1573,955,618,135,204,127,186,326,595,0,4896,1573
1131,8229,4619,3610,750,998,697,950,1634,3200,18,25341,8247
1132,1436,751,685,126,149,114,199,290,558,0,4549,1436
1133,3316,1894,1422,300,395,340,378,646,1257,15,9599,3331
1134,3071,1895,1176,245,337,243,361,614,1271,87,8580,3158
1135,2019,1215,804,138,284,181,179,445,792,212,5831,2231
1136,1375,879,496,101,171,129,133,275,566,0,4006,1375
1137,2728,1711,1017,204,322,213,324,559,1106,0,8181,2728
1138,3202,2500,702,292,317,246,378,652,1317,150,7469,3352
1139,1076,678,398,99,107,91,101,202,476,129,3095,1205
1140,2103,1414,689,172,221,165,218,448,879,0,5241,2103
1141,991,582,409,71,89,85,102,202,442,0,2968,991
1142,5271,3546,1725,441,496,403,542,1073,2316,133,14942,5404
1143,1049,689,360,79,98,91,113,227,441,0,2951,1049
1144,2318,1515,803,192,257,169,289,513,898,34,6604,2352
1145,1974,1203,771,145,212,156,179,417,865,0,6021,1974
1146,1745,955,790,166,200,131,194,347,707,0,5592,1745
1147,2037,1017,1020,182,231,170,209,414,831,0,6565,2037
1148,2930,1825,1105,239,360,207,303,590,1231,325,8634,3255
1149,6780,3245,3535,617,852,595,828,1309,2579,0,22094,6780
1150,1969,922,1047,175,238,146,209,408,793,0,6658,1969
1151,1694,908,786,150,180,126,184,342,712,0,5459,1694
1152,3466,1994,1472,296,423,309,350,700,1388,0,10277,3466
1153,7220,4462,2758,666,875,539,897,1394,2849,34,21000,7254
1154,4047,2114,1933,294,531,297,501,791,1633,42,12814,4089
1155,13373,8607,4766,1186,2100,935,1710,2499,4943,3,38098,13376
1156,5009,3916,1093,479,587,481,457,1105,1900,185,12341,5194
1157,2683,2094,589,221,347,221,194,629,1071,25,7235,2708
1158,4575,3596,979,389,606,424,393,992,1771,0,12225,4575
1159,4844,3256,1588,437,550,409,547,997,1904,314,14076,5158
1160,8545,5357,3188,906,1123,827,925,1642,3122,0,23537,8545
1161,2987,1964,1023,275,412,317,333,587,1063,0,7728,2987
1162,1403,961,442,153,170,141,160,258,521,25,3452,1428
1163,4459,2390,2069,497,539,393,517,796,1717,0,14632,4459
1164,2542,1541,1001,247,284,229,261,514,1007,0,7273,2542
1165,2044,1218,826,192,242,189,216,395,810,13,5684,2057
1166,1705,1066,639,158,233,135,193,310,676,0,4987,1705
1167,2988,2018,970,269,322,223,356,565,1253,14,8230,3002
1168,3039,1685,1354,190,371,251,300,649,1278,53,9412,3092
1169,1359,1006,353,102,161,108,147,279,562,1,3035,1360
1170,2511,1836,675,210,269,193,263,489,1087,0,6483,2511
1171,1889,1103,786,149,218,134,207,405,776,7,5990,1896
1172,2202,1222,980,170,260,155,231,449,937,3,6950,2205
1173,1644,1038,606,140,191,118,145,346,704,24,4381,1668
1174,4137,2856,1281,376,478,401,459,750,1673,18,11159,4155
1175,6653,4285,2368,463,838,600,615,1448,2689,280,18007,6933
1176,2777,1966,811,279,331,284,321,540,1022,11,7404,2788
1177,2067,1476,591,147,261,205,165,456,833,35,6026,2102
1178,2234,1598,636,192,296,193,175,516,862,46,6863,2280
1179,2169,1269,900,241,248,174,244,449,813,14,6730,2183
1180,1393,709,684,97,185,101,140,287,583,0,4431,1393
1181,4373,3595,778,374,837,457,450,823,1432,0,11500,4373
1182,1003,430,573,57,103,79,113,211,440,63,4268,1066
1183,926,114,812,67,128,110,88,186,347,14,4713,940
1184,1269,513,756,109,166,112,192,225,465,70,5851,1339
1185,911,316,595,58,123,76,118,164,372,69,4262,980
1186,858,382,476,85,117,90,107,154,305,107,3164,965
1187,4716,2366,2350,556,592,489,530,974,1575,94,15382,4810
1188,414,334,80,49,55,44,36,84,146,86,1125,500
1189,1087,605,482,146,121,122,113,200,385,25,3141,1112
1190,4932,2848,2084,523,544,563,484,953,1865,289,14894,5221
1191,1697,1410,287,181,242,167,186,315,606,0,3643,1697
1192,1571,1290,281,130,209,167,153,319,593,8,3808,1579
1193,3172,2100,1072,255,402,304,322,584,1305,46,9200,3218
1194,1613,679,934,163,232,194,186,304,534,49,5644,1662
1195,9878,5108,4770,904,1642,990,1001,1889,3452,34,30671,9912
1196,502,96,406,36,64,37,46,96,223,7,2603,509
1197,1344,579,765,119,197,138,150,255,485,94,5407,1438
1198,1367,1003,364,160,172,140,119,291,485,18,3258,1385
1199,2298,1602,696,268,219,233,234,471,873,213,6047,2511
1200,7132,5378,1754,763,1001,738,747,1370,2513,0,17697,7132
1201,3922,2939,983,343,455,395,394,803,1532,15,9942,3937
1202,1098,791,307,99,143,102,110,215,429,3,2867,1101
1203,2434,1741,693,206,320,230,246,445,987,22,6657,2456
1204,11203,8912,2291,1149,1426,1157,1196,2104,4171,29,25637,11232
1205,3864,2927,937,355,488,335,387,832,1467,0,10668,3864
1206,800,129,671,97,69,96,87,162,289,7,3588,807
1207,3497,2298,1199,360,405,309,396,748,1279,11,9621,3508
1208,3256,2105,1151,249,440,320,348,637,1262,53,9787,3309
1209,1876,1337,539,133,247,182,208,377,729,11,5359,1887
1210,1588,1205,383,129,233,141,166,289,630,158,4279,1746
1211,4654,1892,2762,419,661,508,512,908,1646,0,18471,4654
1212,3459,585,2874,356,518,313,418,657,1197,0,16255,3459
1213,1061,277,784,79,151,95,140,181,415,88,5434,1149
1214,2106,1845,261,231,278,219,153,433,792,179,5145,2285
1215,1005,724,281,91,131,93,101,197,392,13,2626,1018
1216,1507,971,536,163,190,167,162,282,543,74,4213,1581
1217,4059,2615,1444,439,513,451,438,759,1459,541,11346,4600
1218,2410,526,1884,257,269,322,254,468,840,0,9942,2410
1219,3762,2841,921,435,585,429,412,673,1228,0,10007,3762
1220,14938,11280,3658,1728,2323,1703,1636,2672,4876,0,39730,14938
1221,314,239,75,43,27,30,37,69,108,4162,837,4476
1222,447,321,126,46,51,50,37,90,173,99,1129,546
1223,72047,59237,12810,6160,13783,7522,7406,13552,23624,0,189447,72047
1224,2041,1662,379,313,225,214,193,422,674,24,4359,2065
1225,595,321,274,68,64,67,58,117,221,0,1931,595
1226,588,317,271,67,64,66,57,116,218,13,1907,601
1227,2473,2014,459,379,273,260,234,511,816,4,5281,2477
1228,1686,1005,681,220,215,165,187,337,562,22,4965,1708
1229,3240,2088,1152,351,409,360,349,606,1165,1,9055,3241
1230,1391,441,950,117,198,166,128,257,525,0,5504,1391
1231,7263,3361,3902,843,820,881,725,1373,2621,34,24882,7297
1232,1009,506,503,119,127,105,113,208,337,0,3289,1009
1233,3151,2387,764,290,398,274,316,678,1195,0,8700,3151
1234,2581,807,1774,292,301,254,294,486,954,0,10513,2581
1235,727,159,568,77,81,97,77,141,254,296,2997,1023
1236,12664,9787,2877,1663,1710,1359,1236,2554,4142,59,28816,12723
1237,420,319,101,57,36,40,50,92,145,0,1120,420
1238,557,310,247,75,62,63,58,103,196,30,1609,587
1239,2255,1344,911,294,287,220,251,451,752,1,6641,2256
1240,4593,1829,2764,465,587,610,441,844,1646,122,16953,4715
1241,1218,785,433,132,154,135,131,228,438,388,3404,1606
1242,491,351,140,42,65,46,50,90,198,0,1344,491
1243,5365,4312,1053,1122,92,490,512,1166,1983,1905,13790,7270
1244,947,682,265,85,123,88,95,185,371,0,2472,947
1245,763,549,214,69,99,71,77,149,298,0,1994,763
1246,815,587,228,74,106,76,82,160,317,0,2128,815
1247,1389,1116,273,291,24,127,133,302,512,3,3571,1392
1248,541,390,151,49,70,50,54,106,212,0,1413,541
1249,426,82,344,31,55,32,39,82,187,3,2212,429
1250,1398,1025,373,164,176,143,122,297,496,0,3331,1398
1251,534,288,246,61,58,60,52,105,198,0,1732,534
1252,437,353,84,52,58,46,38,88,155,559,1189,996
1253,534,288,246,61,58,60,52,105,198,0,1732,534
1254,735,161,574,78,82,98,77,143,257,29,3034,764
1255,357,82,275,26,35,37,27,78,154,0,1561,357
1256,1874,835,1039,185,254,197,233,336,669,50,6914,1924
1257,150,13,137,9,19,18,13,34,57,8,722,158
1258,250,22,228,15,31,31,21,57,95,0,1202,250
1259,4597,3506,1091,518,540,439,439,983,1678,78,10830,4675
1260,418,91,327,45,47,56,44,81,145,0,1724,418
1261,1167,649,518,157,130,131,121,215,413,147,3374,1314
1262,809,450,359,109,90,91,84,149,286,122,2338,931
1263,1791,997,794,241,199,202,186,330,633,0,5176,1791
1264,762,123,639,93,66,91,83,154,275,49,3417,811
1265,992,395,597,100,127,132,95,182,356,0,3662,992
1266,1662,662,1000,168,212,221,160,305,596,0,6135,1662
1267,945,373,572,91,112,99,112,171,360,25,3905,970
1268,653,57,596,40,82,80,55,149,247,0,3138,653
1269,1498,592,906,145,177,157,177,271,571,0,6193,1498
1270,1627,1232,395,150,206,141,163,350,617,0,4491,1627
1271,1596,1217,379,180,188,152,153,341,582,16,3759,1612
1272,1294,898,396,160,121,143,135,264,471,60,3364,1354
1273,857,691,166,102,114,91,75,173,302,389,2333,1246
1274,556,263,293,75,58,76,62,93,192,0,1816,556
1275,482,389,93,57,64,51,42,97,171,30,1312,512
1276,451,214,237,61,47,62,50,75,156,0,1472,451
1277,199,94,105,27,21,27,22,33,69,62,650,261
1278,2369,1411,958,308,302,231,263,474,791,342,6978,2711
1279,610,289,321,82,64,84,68,102,210,26,1994,636
1280,640,255,385,65,82,85,61,118,229,0,2362,640
1281,1159,675,484,112,157,126,126,222,416,0,3465,1159
1282,576,182,394,48,82,69,53,107,217,125,2278,701
1283,1892,1103,789,182,256,206,205,362,681,0,5656,1892
1284,1630,1260,370,214,220,175,159,329,533,0,3710,1630
1285,0,0,0,0,0,0,0,0,0,0,0,0
1286,4651,3594,1057,611,628,499,454,938,1521,175,10584,4826
1287,580,405,175,88,68,70,56,105,193,37,1477,617
1288,1138,678,460,148,145,111,126,228,380,8,3352,1146
1289,2614,1826,788,398,308,314,251,474,869,72,6658,2686
1290,1232,861,371,188,145,148,118,223,410,1,3139,1233
1291,503,351,152,77,59,60,48,91,168,0,1282,503
1292,650,454,196,99,77,78,62,118,216,13,1655,663
1293,2818,2363,455,412,408,304,280,574,840,24,5778,2842
1294,1397,1172,225,204,202,151,139,285,416,110,2865,1507
1295,1408,1074,334,159,165,134,135,301,514,0,3317,1408
1296,555,355,200,65,77,51,53,118,191,98,1408,653
1297,741,514,227,91,69,82,77,151,271,56,1928,797
1298,238,94,144,23,28,25,28,43,91,0,983,238
1299,921,727,194,88,121,84,80,210,338,0,2471,921
1300,1197,945,252,114,157,109,104,272,441,64,3212,1261
1301,759,599,160,72,100,69,66,173,279,0,2038,759
1302,336,133,203,33,40,35,40,61,127,4,1387,340
1303,951,220,731,69,93,97,71,209,412,15,4160,966
1304,651,514,137,62,85,59,57,148,240,0,1747,651
1305,868,761,107,95,115,90,63,178,327,1285,2121,2153
1306,3716,3055,661,318,711,388,382,699,1218,0,9771,3716
1307,32510,26730,5780,2780,6219,3394,3342,6115,10660,0,85484,32510
1308,4063,3309,754,623,448,427,385,839,1341,0,8676,4063
1309,11500,4339,7161,1469,883,1267,1335,2159,4387,46,53391,11546
1310,14972,3773,11199,1821,1331,1446,1722,2945,5707,25,80412,14997
1311,1034,602,432,99,98,96,101,203,437,6,3729,1040
1312,2208,865,1343,153,283,182,265,461,864,35,9272,2243
1313,1821,551,1270,149,192,147,171,369,793,161,7980,1982
1314,3138,1169,1969,168,394,221,354,677,1324,67,12557,3205
1315,1056,415,641,56,141,109,83,226,441,43,4958,1099
1316,979,431,548,82,104,110,85,196,402,62,4394,1041
1317,856,370,486,45,84,86,84,188,369,20,3702,876
1318,1117,332,785,79,111,94,124,239,470,48,4800,1165
1319,2379,1187,1192,231,204,239,206,489,1010,13,9088,2392
1320,1469,680,789,150,135,172,133,304,575,28,5765,1497
1321,863,588,275,91,91,81,73,164,363,0,2379,863
1322,1464,691,773,123,155,136,129,339,582,8,5546,1472
1323,554,250,304,63,45,58,45,113,230,0,2031,554
1324,805,320,485,94,45,87,64,185,330,0,3165,805
1325,1221,409,812,118,116,129,117,259,482,14,5050,1235
1326,1387,631,756,131,116,143,114,270,613,10,5099,1397
1327,958,431,527,122,72,106,92,203,363,17,3802,975
1328,2040,944,1096,226,226,206,174,438,770,10,7677,2050
1329,535,363,172,61,68,51,57,102,196,0,1597,535
1330,7429,5151,2278,928,1273,746,924,1319,2239,0,22153,7429
1331,4440,1774,2666,561,355,468,502,817,1737,256,18377,4696
1332,1228,592,636,86,129,146,111,229,527,0,4841,1228
1333,3893,3287,606,331,410,389,457,682,1624,8,9424,3901
1334,1149,478,671,67,128,122,106,241,485,56,4954,1205
1335,917,136,781,110,75,84,104,184,360,7,5319,924
1336,1066,208,858,148,66,67,139,201,445,10,5373,1076
1337,1154,120,1034,130,107,98,136,217,466,6,6961,1160
1338,374,49,325,55,32,35,41,71,140,13,2361,387
1339,841,227,614,49,112,88,68,194,330,0,4349,841
1340,882,262,620,64,110,96,54,188,370,0,4340,882
1341,3458,1097,2361,468,301,409,403,643,1234,13,16283,3471
1342,292,104,188,25,38,33,37,52,107,0,1270,292
1343,2791,1650,1141,242,293,299,254,563,1140,34,10098,2825
1344,1637,519,1118,203,124,200,189,313,608,0,7880,1637
1345,1885,1108,777,151,233,208,187,331,775,28,6607,1913
1346,638,347,291,62,76,63,60,131,246,0,2119,638
1347,1202,521,681,126,112,142,98,237,487,36,4778,1238
1348,798,392,406,81,78,88,67,166,318,39,3013,837
1349,1664,597,1067,97,206,123,161,342,735,0,7110,1664
1350,1572,741,831,122,161,128,182,316,663,24,5865,1596
1351,4102,1822,2280,255,476,308,438,881,1744,34,15616,4136
1352,1178,134,1044,188,52,110,145,229,454,14,6664,1192
1353,1201,182,1019,100,143,146,83,244,485,78,6531,1279
1354,1654,432,1222,143,212,187,122,362,628,27,8161,1681
1355,559,247,312,72,56,67,61,101,202,3,2299,562
1356,1880,201,1679,288,114,205,208,359,706,0,9783,1880
1357,10283,6229,4054,1470,796,1341,1200,1754,3722,0,33090,10283
1358,245,94,151,36,18,27,33,43,88,0,994,245
1359,2215,1180,1035,168,304,236,202,440,865,231,8352,2446
1360,2635,1402,1233,155,382,237,282,508,1071,18,9565,2653
1361,2487,1151,1336,186,309,284,223,517,968,59,10152,2546
1362,1916,690,1226,149,262,222,145,400,738,0,8533,1916
1363,1011,398,613,84,129,106,84,211,397,460,4355,1471
1364,1282,455,827,94,175,133,108,293,479,7,5931,1289
1365,1912,1345,567,162,209,183,238,375,745,34,6020,1946
1366,1431,921,510,104,149,165,128,265,620,24,4786,1455
1367,1542,993,549,128,151,171,152,298,642,4,5037,1546
1368,2072,1107,965,291,480,168,197,358,578,0,6451,2072
1369,1950,872,1078,186,170,193,162,455,784,25,7180,1975
1370,695,330,365,67,67,75,65,147,274,17,2653,712
1371,1184,413,771,109,130,121,95,245,484,0,4919,1184
1372,1440,630,810,122,131,148,123,318,598,4,5298,1444
1373,1238,608,630,138,129,133,112,250,476,8,4807,1246
1374,2289,1399,890,241,249,233,235,432,899,0,7062,2289
1375,4693,2508,2185,658,1087,381,446,811,1310,0,14612,4693
1376,3335,1874,1461,354,511,350,345,734,1041,0,11630,3335
1377,446,211,235,77,105,41,37,74,112,10,1688,456
1378,1271,403,868,172,111,150,148,236,454,99,5985,1370
1379,119,44,75,13,11,13,12,23,47,17,479,136
1380,114,42,72,13,11,12,12,22,44,0,461,114
1381,4945,2643,2302,694,1146,401,470,855,1379,0,15399,4945
1382,658,301,357,58,66,64,52,147,271,20,2632,678
1383,8523,4556,3967,1196,1975,691,811,1474,2376,0,26540,8523
1384,543,239,304,56,58,51,57,114,207,0,2180,543
1385,10744,7450,3294,1342,1840,1079,1337,1907,3239,0,32036,10744
1386,1525,674,851,196,153,182,167,275,552,0,6270,1525
1387,2187,808,1379,248,203,239,223,430,844,0,8821,2187
1388,636,244,392,92,45,71,84,112,232,10,2580,646
1389,933,334,599,80,122,105,119,167,340,109,4059,1042
1390,1196,529,667,154,120,143,131,216,432,0,4917,1196
1391,299,107,192,26,39,34,38,53,109,0,1303,299
1392,2369,1281,1088,274,256,261,302,415,861,35,8683,2404
1393,2135,1154,981,247,230,235,272,374,777,122,7828,2257
1394,666,300,366,75,55,70,54,136,276,15,2439,681
1395,757,333,424,78,82,72,79,160,286,13,3037,770
1396,686,394,292,76,85,73,84,124,244,35,2583,721
1397,7331,4207,3124,817,910,779,902,1325,2598,0,27605,7331
1398,5159,3538,1621,633,787,533,609,893,1704,175,17970,5334
1399,531,243,288,46,54,52,42,119,218,18,2125,549
1400,233,111,122,23,22,25,22,49,92,0,890,233
1401,8325,3936,4389,1446,1961,758,697,1376,2087,0,31502,8325
1402,422,201,221,41,41,46,39,89,166,12,1610,434
1403,1655,885,770,232,383,134,157,286,463,60,5154,1715
1404,2566,1396,1170,248,307,252,242,526,991,1,8528,2567
1405,1358,642,716,236,320,124,114,224,340,8,5140,1366
1406,1214,697,517,135,151,129,149,219,431,7,4571,1221
1407,3133,1761,1372,332,480,329,324,689,979,0,10928,3133
1408,1220,664,556,118,146,120,115,250,471,0,4055,1220
1409,356,242,114,41,45,34,38,68,130,0,1063,356
1410,7831,5430,2401,978,1341,786,974,1390,2362,0,23350,7831
1411,3015,1650,1365,274,318,326,260,586,1251,45,9612,3060
1412,1298,751,547,70,161,132,132,298,505,0,4238,1298
1413,2722,1434,1288,177,306,246,273,556,1164,0,9026,2722
1414,4410,2742,1668,342,504,468,408,980,1708,57,12595,4467
1415,1651,809,842,104,187,148,145,355,712,11,5648,1662
1416,2824,1729,1095,225,302,261,278,632,1126,31,8843,2855
1417,2239,1012,1227,185,266,205,241,483,859,0,7985,2239
1418,1115,692,423,76,127,106,110,251,445,0,3503,1115
1419,1015,644,371,69,129,107,87,227,396,0,3193,1015
1420,1389,809,580,93,161,125,128,289,593,13,4507,1402
1421,7104,3501,3603,513,868,556,807,1617,2743,38,23856,7142
1422,1649,884,765,132,181,177,161,330,668,43,5699,1692
1423,1465,387,1078,143,130,153,129,322,588,1,6099,1466
1424,2323,1104,1219,137,290,177,243,565,911,32,7629,2355
1425,2147,933,1214,151,307,162,224,505,798,11,6817,2158
1426,1808,974,834,123,234,159,188,407,697,0,5549,1808
1427,530,297,233,37,57,54,48,112,222,23,1745,553
1428,976,506,470,70,106,85,96,222,397,0,3261,976
1429,537,246,291,45,69,61,55,112,195,11,1942,548
1430,4453,2454,1999,330,579,456,409,965,1714,42,14850,4495
1431,1345,701,644,122,127,121,141,290,544,0,4512,1345
1432,1762,937,825,157,171,160,164,389,721,41,5885,1803
