geography,id,name,value,source,control_size
TAZ,13,hh_inc_50_75,56,Result,56
TAZ,13,hh_inc_75_100,56,Result,56
TAZ,13,hh_inc_100_150,79,Result,79
TAZ,13,hh_inc_150_plus,85,Result,85
TAZ,13,hh_gq,0,Result,0
TAZ,13,hh_child,659,Result,659
TAZ,13,hh_no_child,13,Result,13
TAZ,13,num_hh,0,Difference,672
TAZ,13,hh_inc_25,0,Difference,232
TAZ,13,hh_inc_25_50,0,Difference,164
TAZ,13,hh_inc_50_75,0,Difference,56
TAZ,13,hh_inc_75_100,0,Difference,56
TAZ,13,hh_inc_100_150,0,Difference,79
TAZ,13,hh_inc_150_plus,0,Difference,85
TAZ,13,hh_gq,0,Difference,0
TAZ,13,hh_child,0,Difference,659
TAZ,13,hh_no_child,0,Difference,13
TAZ,14,num_hh,1370,Control,1370
TAZ,14,hh_inc_25,441,Control,441
TAZ,14,hh_inc_25_50,183,Control,183
TAZ,14,hh_inc_50_75,110,Control,110
TAZ,14,hh_inc_75_100,68,Control,68
TAZ,14,hh_inc_100_150,112,Control,112
TAZ,14,hh_inc_150_plus,114,Control,114
TAZ,14,hh_gq,342,Control,342
TAZ,14,hh_child,1005,Control,1005
TAZ,14,hh_no_child,23,Control,23
TAZ,14,num_hh,1370,Result,1370
TAZ,14,hh_inc_25,441,Result,441
TAZ,14,hh_inc_25_50,183,Result,183
TAZ,14,hh_inc_50_75,110,Result,110
TAZ,14,hh_inc_75_100,68,Result,68
TAZ,14,hh_inc_100_150,112,Result,112
TAZ,14,hh_inc_150_plus,114,Result,114
TAZ,14,hh_gq,342,Result,342
TAZ,14,hh_child,1005,Result,1005
TAZ,14,hh_no_child,23,Result,23
TAZ,14,num_hh,0,Difference,1370
TAZ,14,hh_inc_25,0,Difference,441
TAZ,14,hh_inc_25_50,0,Difference,183
TAZ,14,hh_inc_50_75,0,Difference,110
TAZ,14,hh_inc_75_100,0,Difference,68
TAZ,14,hh_inc_100_150,0,Difference,112
TAZ,14,hh_inc_150_plus,0,Difference,114
TAZ,14,hh_gq,0,Difference,342
TAZ,14,hh_child,0,Difference,1005
TAZ,14,hh_no_child,0,Difference,23
TAZ,15,num_hh,506,Control,506
TAZ,15,hh_inc_25,217,Control,217
TAZ,15,hh_inc_25_50,90,Control,90
TAZ,15,hh_inc_50_75,54,Control,54
TAZ,15,hh_inc_75_100,34,Control,34
TAZ,15,hh_inc_100_150,55,Control,55
TAZ,15,hh_inc_150_plus,56,Control,56
TAZ,15,hh_gq,0,Control,0
TAZ,15,hh_child,494,Control,494
TAZ,15,hh_no_child,12,Control,12
TAZ,15,num_hh,506,Result,506
TAZ,15,hh_inc_25,217,Result,217
TAZ,15,hh_inc_25_50,90,Result,90
TAZ,15,hh_inc_50_75,54,Result,54
TAZ,15,hh_inc_75_100,34,Result,34
TAZ,15,hh_inc_100_150,55,Result,55
TAZ,15,hh_inc_150_plus,56,Result,56
TAZ,15,hh_gq,0,Result,0
TAZ,15,hh_child,494,Result,494
TAZ,15,hh_no_child,12,Result,12
TAZ,15,num_hh,0,Difference,506
TAZ,15,hh_inc_25,0,Difference,217
TAZ,15,hh_inc_25_50,0,Difference,90
TAZ,15,hh_inc_50_75,0,Difference,54
TAZ,15,hh_inc_75_100,0,Difference,34
TAZ,15,hh_inc_100_150,0,Difference,55
TAZ,15,hh_inc_150_plus,0,Difference,56
TAZ,15,hh_gq,0,Difference,0
TAZ,15,hh_child,0,Difference,494
TAZ,15,hh_no_child,0,Difference,12
TAZ,16,num_hh,1525,Control,1525
TAZ,16,hh_inc_25,533,Control,533
TAZ,16,hh_inc_25_50,222,Control,222
TAZ,16,hh_inc_50_75,133,Control,133
TAZ,16,hh_inc_75_100,83,Control,83
TAZ,16,hh_inc_100_150,135,Control,135
TAZ,16,hh_inc_150_plus,138,Control,138
TAZ,16,hh_gq,281,Control,281
TAZ,16,hh_child,1216,Control,1216
TAZ,16,hh_no_child,28,Control,28
TAZ,16,num_hh,1525,Result,1525
TAZ,16,hh_inc_25,533,Result,533
TAZ,16,hh_inc_25_50,222,Result,222
TAZ,16,hh_inc_50_75,133,Result,133
TAZ,16,hh_inc_75_100,83,Result,83
TAZ,16,hh_inc_100_150,135,Result,135
TAZ,16,hh_inc_150_plus,138,Result,138
TAZ,16,hh_gq,281,Result,281
TAZ,16,hh_child,1216,Result,1216
TAZ,16,hh_no_child,28,Result,28
TAZ,16,num_hh,0,Difference,1525
TAZ,16,hh_inc_25,0,Difference,533
TAZ,16,hh_inc_25_50,0,Difference,222
TAZ,16,hh_inc_50_75,0,Difference,133
TAZ,16,hh_inc_75_100,0,Difference,83
TAZ,16,hh_inc_100_150,0,Difference,135
TAZ,16,hh_inc_150_plus,0,Difference,138
TAZ,16,hh_gq,0,Difference,281
TAZ,16,hh_child,0,Difference,1216
TAZ,16,hh_no_child,0,Difference,28
TAZ,17,num_hh,1409,Control,1409
TAZ,17,hh_inc_25,604,Control,604
TAZ,17,hh_inc_25_50,252,Control,252
TAZ,17,hh_inc_50_75,150,Control,150
TAZ,17,hh_inc_75_100,94,Control,94
TAZ,17,hh_inc_100_150,153,Control,153
TAZ,17,hh_inc_150_plus,156,Control,156
TAZ,17,hh_gq,0,Control,0
TAZ,17,hh_child,1377,Control,1377
TAZ,17,hh_no_child,32,Control,32
TAZ,17,num_hh,1409,Result,1409
TAZ,17,hh_inc_25,604,Result,604
TAZ,17,hh_inc_25_50,252,Result,252
TAZ,17,hh_inc_50_75,150,Result,150
TAZ,17,hh_inc_75_100,94,Result,94
TAZ,17,hh_inc_100_150,153,Result,153
TAZ,17,hh_inc_150_plus,156,Result,156
TAZ,17,hh_gq,0,Result,0
TAZ,17,hh_child,1377,Result,1377
TAZ,17,hh_no_child,32,Result,32
TAZ,17,num_hh,0,Difference,1409
TAZ,17,hh_inc_25,0,Difference,604
TAZ,17,hh_inc_25_50,0,Difference,252
TAZ,17,hh_inc_50_75,0,Difference,150
TAZ,17,hh_inc_75_100,0,Difference,94
TAZ,17,hh_inc_100_150,0,Difference,153
